record_type,artifact_name,local_path,local_status,origin_in_this_run,analysis_role,used_by,direct_or_canonical_source_url,source_page_url,url_status,retrieval_status,retrieved_at_utc,size_bytes,sha256,parent_or_derivation,notes,batch_id,inventory_sha256,received_at_utc,integrity_verified_at_utc,analysis_completed_at_utc,deletion_clearance_issued_at_utc,user_deletion_confirmed_at_utc,raw_retention_status,raw_available_in_conversation,retained_derivative_paths,derivative_sha256s,parser_version_or_script_sha256,raw_to_derived_reconciliation,reacquisition_url,deletion_notes
actual_input,Greene2015_Table6.xlsx,/mnt/data/Greene2015_Table6.xlsx,present,user_upload,expert-curated GO term list,run_local_label_source_screen.py,https://www.nature.com/articles/ng.3259#Sec23,https://www.nature.com/articles/ng.3259,official_or_canonical_url_recorded,supplied_by_user; not downloaded by corrected run,,37992,691b9d895ac6d0f6ed7abedb96d9b206965fe221e3ccdae940b4daa5db50533e,,Supplementary Table 6; 973 GO IDs after parsing.,,,,,,,,,,,,,,,
actual_input,Greene2015_Table9.xlsx,/mnt/data/Greene2015_Table9.xlsx,present,user_upload,GO-to-tissue mapping,run_local_label_source_screen.py,https://www.nature.com/articles/ng.3259#Sec23,https://www.nature.com/articles/ng.3259,official_or_canonical_url_recorded,supplied_by_user; not downloaded by corrected run,,140272,18ae68f28d9b84f4b1cb7f7c7c1cc8eb76716414de2089a329f070a5aeca6cd5,,"Supplementary Table 9; 6,172 unique GO IDs after parsing.",,,,,,,,,,,,,,,
actual_input,OhmNet.pdf,/mnt/data/OhmNet.pdf,present,user_upload,OhmNet manuscript,documentary verification,https://doi.org/10.1093/bioinformatics/btx252,https://academic.oup.com/bioinformatics/article/33/14/i190/3953967,official_or_canonical_url_recorded,supplied_by_user; not downloaded by corrected run,,1458562,e60daf8341d0e322ce58e7c6ad194f7e4b573df7c8aba1716ad78c98992b02fe,,User-supplied manuscript PDF.,,,,,,,,,,,,,,,
actual_input,investigation_summary_2026_08_23.md,/mnt/data/investigation_summary_2026_08_23.md,present,user_upload,prior hypotheses to independently test,hypothesis list only; never used as mapping input,,,no_external_url_supplied,supplied_by_user; not downloaded by corrected run,,13819,fe23f5d35c1c3a21bba13c2241e0c8c783c31a0a31026c8e5f1c0d7a8c320d16,,No external URL was supplied.,,,,,,,,,,,,,,,
actual_input,Pasted markdown(1).md,/mnt/data/Pasted markdown(1).md,present,user_upload,copied EBI GOA archive listing,historical source discovery only,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,official_or_canonical_url_recorded,supplied_by_user; not downloaded by corrected run,,237584,f856e6f29f02a17c83650724f2b8434383dc7952c03e5200d4bb9c47c1c8782e,,"Local file is a pasted listing, not an archive data file.",,,,,,,,,,,,,,,
actual_input,historical_go_mapping_inventory.md,/mnt/data/historical_go_mapping_inventory.md,present,user_upload,prior source-discovery inventory,historical source discovery only,,,derived_local_artifact,supplied_by_user; not downloaded by corrected run,,55969,ad10c6ed2919409a3dda0f2e89f4a5f7709cb739f9e3129297b1fa9f497f4b0c,,Generated in an earlier turn; individual underlying URLs are represented below.,,,,,,,,,,,,,,,
actual_input,goa_human.gaf.159.gz,/mnt/data/goa_human.gaf.159.gz,conversation_copy_deletion_confirmed_by_user; residual_runtime_mount_ignored,user_upload_B101,historical GOA GAF annotation input,analyze_B101_goa159.py; analyze_B104A_residuals.py; continue_B104A.py; finalize_B104A_exact_reconstruction.py; validate_B104A_exact_reconstruction_set_based.py,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gaf.159.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,official_EBI_GOA_archive_exact_filename,supplied_by_user; size and SHA-256 matched pre-upload B000 inventory,2026-08-27T15:27:36.842353+00:00,4890788,b098509f9ce70fbe7e93e7fabb3c8a767b8201fe25662ff6a57959d6cee43838,local_upload_inventory_20260827T145903Z.csv,"Batch B101 fully analyzed; normalized row-preserving derivative retained; deletion clearance applies only to the conversation attachment, not the user local master.",B101,dae73b7f54d28a089917ba8cf5b7a7f62b2ea0496cba097f3c1e1bfd94e0e9df,2026-08-27T15:27:36.842353+00:00,2026-08-27T15:27:36.842353+00:00,2026-08-27T15:27:36.842353+00:00,2026-08-27T15:27:36.842353+00:00,2026-08-27T16:21:32.620248+00:00,user_local_master_retained; conversation_attachment_deleted_by_user,false,/mnt/data/ppi_repro_corrected/batches/B101_extracted/B101/B101_goa_human_gaf159_normalized_20260827T152736Z.tsv.gz,132066afa3d3ea550752d3d2eb98fcbc238570c23bf239f0ea77e720e34cc274,analyze_B101_goa159.py; see B101 bundle,392440 rows re-read; reconstructed uncompressed raw-data SHA-256 matched B101 raw-data hash,,"User explicitly reported 'Deleted B101'; future analyses use retained B101 derivatives, not residual raw mounts."
actual_input,goa_human.gpa.159.gz,/mnt/data/goa_human.gpa.159.gz,conversation_copy_deletion_confirmed_by_user; residual_runtime_mount_ignored,user_upload_B101,historical GOA GPAD annotation input,analyze_B101_goa159.py,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpa.159.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,official_EBI_GOA_archive_exact_filename,supplied_by_user; size and SHA-256 matched pre-upload B000 inventory,2026-08-27T15:27:36.842353+00:00,3665510,dbe9073e726e804f51b0fe80ecd2897798f22a558e75aeb1c8bfc229357b574a,local_upload_inventory_20260827T145903Z.csv,"Batch B101 fully analyzed; normalized row-preserving derivative retained; deletion clearance applies only to the conversation attachment, not the user local master.",B101,dae73b7f54d28a089917ba8cf5b7a7f62b2ea0496cba097f3c1e1bfd94e0e9df,2026-08-27T15:27:36.842353+00:00,2026-08-27T15:27:36.842353+00:00,2026-08-27T15:27:36.842353+00:00,2026-08-27T15:27:36.842353+00:00,2026-08-27T16:21:32.620248+00:00,user_local_master_retained; conversation_attachment_deleted_by_user,false,/mnt/data/ppi_repro_corrected/batches/B101_extracted/B101/B101_goa_human_gpad159_normalized_20260827T152736Z.tsv.gz,7e3ec99110ef936ea9e9b7deaacdf7a86d7a7057cb41d5348f80e5ff56ac2793,analyze_B101_goa159.py; see B101 bundle,393458 rows re-read; reconstructed uncompressed raw-data SHA-256 matched B101 raw-data hash,,"User explicitly reported 'Deleted B101'; future analyses use retained B101 derivatives, not residual raw mounts."
actual_input,goa_human.gpi.159.gz,/mnt/data/goa_human.gpi.159.gz,conversation_copy_deletion_confirmed_by_user; residual_runtime_mount_ignored,user_upload_B101,historical GOA GPI object metadata input,analyze_B101_goa159.py,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpi.159.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,official_EBI_GOA_archive_exact_filename,supplied_by_user; size and SHA-256 matched pre-upload B000 inventory,2026-08-27T15:27:36.842353+00:00,602689,f783a8c71c464b3b98673eb4dc0ae836ad61bd6c72415ae62828d20d0e735612,local_upload_inventory_20260827T145903Z.csv,"Batch B101 fully analyzed; normalized row-preserving derivative retained; deletion clearance applies only to the conversation attachment, not the user local master.",B101,dae73b7f54d28a089917ba8cf5b7a7f62b2ea0496cba097f3c1e1bfd94e0e9df,2026-08-27T15:27:36.842353+00:00,2026-08-27T15:27:36.842353+00:00,2026-08-27T15:27:36.842353+00:00,2026-08-27T15:27:36.842353+00:00,2026-08-27T16:21:32.620248+00:00,user_local_master_retained; conversation_attachment_deleted_by_user,false,/mnt/data/ppi_repro_corrected/batches/B101_extracted/B101/B101_goa_human_gpi159_normalized_20260827T152736Z.tsv.gz,4a69bf547b951d060c1b38a4fc208b116ff0917ce74b941675d244b3315c34b1,analyze_B101_goa159.py; see B101 bundle,21002 rows re-read; reconstructed uncompressed raw-data SHA-256 matched B101 raw-data hash,,"User explicitly reported 'Deleted B101'; future analyses use retained B101 derivatives, not residual raw mounts."
actual_input,2016-06-01-annotations-README,/mnt/data/2016-06-01-annotations-README,conversation_copy_deletion_confirmed_by_user; residual_runtime_mount_ignored,user_upload_B102,historical GO gp2protein documentation or mapping input,analyze_B102_gp2protein_final.py,https://release.geneontology.org/2016-06-01/annotations/gp2protein/README,https://release.geneontology.org/2016-06-01/annotations/gp2protein/,official_GO_release_path_recorded; uploaded_bytes_not_remote_compared,supplied_by_user; bytes matched full user-local inventory; remote bytes not compared,2026-08-27T16:21:32.620248+00:00,1999,32134f9555d6710a9bb488fe652fef04cd84facf516f669939487d137f8bcc88,local_upload_inventory_full_20260827T160408Z.csv,,B102,4210821f03fc5fc6f51e978cf2b82968f0500bc53c025cc5bf3cebb7c13015e4,2026-08-27T16:21:32.620248+00:00,2026-08-27T16:21:32.620248+00:00,2026-08-27T16:22:36.415383+00:00,2026-08-27T16:22:36.415383+00:00,2026-08-28T02:52:31Z,user_local_master_retained; conversation_attachment_deleted_by_user,false,/mnt/data/ppi_repro_corrected/batches/B102_final2/derived/B102_2016-06-01_annotations_README_exact_20260827T162132Z.txt,32134f9555d6710a9bb488fe652fef04cd84facf516f669939487d137f8bcc88,4c50f346cbfed513d7e0c14040a84537866706010873691c8076169f7fc3b78a,exact byte-for-byte retained copy; SHA-256 equals raw upload,https://release.geneontology.org/2016-06-01/annotations/gp2protein/README,Clearance applies only to conversation attachment; keep user-local master copy. User explicitly reported Deleted B102; event time approximated from receipt of the immediately following B103 upload because an exact UI timestamp was unavailable.
actual_input,2016-06-01-gp2protein.geneid.gz,/mnt/data/2016-06-01-gp2protein.geneid.gz,conversation_copy_deletion_confirmed_by_user; residual_runtime_mount_ignored,user_upload_B102,historical GO gp2protein documentation or mapping input,analyze_B102_gp2protein_final.py; finalize_B104A_exact_reconstruction.py,https://release.geneontology.org/2016-06-01/annotations/gp2protein/gp2protein.geneid.gz,https://release.geneontology.org/2016-06-01/annotations/gp2protein/,official_GO_release_path_recorded; uploaded_bytes_not_remote_compared,supplied_by_user; bytes matched full user-local inventory; remote bytes not compared,2026-08-27T16:21:32.620248+00:00,38540366,f3a2d329ada32f03e4c3ec60c55ef77cfe3626c3c875832e59612e5f316504e7,local_upload_inventory_full_20260827T160408Z.csv,,B102,4210821f03fc5fc6f51e978cf2b82968f0500bc53c025cc5bf3cebb7c13015e4,2026-08-27T16:21:32.620248+00:00,2026-08-27T16:21:32.620248+00:00,2026-08-27T16:22:36.415383+00:00,2026-08-27T16:22:36.415383+00:00,2026-08-28T02:52:31Z,user_local_master_retained; conversation_attachment_deleted_by_user,false,/mnt/data/ppi_repro_corrected/batches/B102_final2/derived/B102_gp2protein_geneid_relevant_subset_20260827T162132Z.tsv.gz,9187753eed649d1d72bc0d38764094877b1967d5e7fe7696b292241e1ff12039,4c50f346cbfed513d7e0c14040a84537866706010873691c8076169f7fc3b78a,"7,296,170 raw data rows parsed with 0 malformed; retained 25,983 relevant raw rows; derivative re-read row count matched",https://release.geneontology.org/2016-06-01/annotations/gp2protein/gp2protein.geneid.gz,Clearance applies only to conversation attachment; keep user-local master copy. User explicitly reported Deleted B102; event time approximated from receipt of the immediately following B103 upload because an exact UI timestamp was unavailable.
actual_input,2016-06-01-gp2protein.human.gz,/mnt/data/2016-06-01-gp2protein.human.gz,conversation_copy_deletion_confirmed_by_user; residual_runtime_mount_ignored,user_upload_B102,historical GO gp2protein documentation or mapping input,analyze_B102_gp2protein_final.py,https://release.geneontology.org/2016-06-01/annotations/gp2protein/gp2protein.human.gz,https://release.geneontology.org/2016-06-01/annotations/gp2protein/,official_GO_release_path_recorded; uploaded_bytes_not_remote_compared,supplied_by_user; bytes matched full user-local inventory; remote bytes not compared,2026-08-27T16:21:32.620248+00:00,378274,5a62823541d718c212b61efe741b61f67b10c9a8fb71114f9cd3e33f9cc501dd,local_upload_inventory_full_20260827T160408Z.csv,,B102,4210821f03fc5fc6f51e978cf2b82968f0500bc53c025cc5bf3cebb7c13015e4,2026-08-27T16:21:32.620248+00:00,2026-08-27T16:21:32.620248+00:00,2026-08-27T16:22:36.415383+00:00,2026-08-27T16:22:36.415383+00:00,2026-08-28T02:52:31Z,user_local_master_retained; conversation_attachment_deleted_by_user,false,/mnt/data/ppi_repro_corrected/batches/B102_final2/derived/B102_gp2protein_human_normalized_20260827T162132Z.tsv.gz,194b925028c418a45e688d46de30ebe6a79a80db5f68634674fdfa3cc6b96395,4c50f346cbfed513d7e0c14040a84537866706010873691c8076169f7fc3b78a,"70,625 raw rows retained and re-read; row count matched",https://release.geneontology.org/2016-06-01/annotations/gp2protein/gp2protein.human.gz,Clearance applies only to conversation attachment; keep user-local master copy. User explicitly reported Deleted B102; event time approximated from receipt of the immediately following B103 upload because an exact UI timestamp was unavailable.
actual_input,local_upload_inventory_full_20260827T160408Z.csv,/mnt/data/local_upload_inventory_full_20260827T160408Z.csv,conversation_copy_deletion_confirmed_by_user; residual_runtime_mount_ignored,user_upload_B102; user_generated_inventory,authoritative 65-file user-local hash inventory,analyze_B102_gp2protein_final.py; batch planning and source ledger,,,user_generated_local_inventory; no_external_URL,supplied_by_user; received-copy SHA-256 computed independently,2026-08-27T16:21:32.620248+00:00,12067,4210821f03fc5fc6f51e978cf2b82968f0500bc53c025cc5bf3cebb7c13015e4,generated locally by make_local_inventory_v2.py; cannot contain its own hash,The 65 contained hashes are user-local declarations. The inventory file itself is separately hashed on receipt.,B102,4210821f03fc5fc6f51e978cf2b82968f0500bc53c025cc5bf3cebb7c13015e4,2026-08-27T16:21:32.620248+00:00,2026-08-27T16:21:32.620248+00:00,2026-08-27T16:22:36.415383+00:00,2026-08-27T16:22:36.415383+00:00,2026-08-28T02:52:31Z,user_local_master_retained; conversation_attachment_deleted_by_user,false,/mnt/data/ppi_repro_corrected/results/user_local_inventory_full_enriched_20260827T163101Z.csv,ecf980c9d653723d22ec0ad59561d81c516c59f5f76106c12452de6b56ba2479,4c50f346cbfed513d7e0c14040a84537866706010873691c8076169f7fc3b78a,"65 rows; total 2,680,734,828 bytes; all SHA-256 fields syntactically valid; exact values preserved in enriched inventory",,Keeping the CSV is acceptable; it is only about 12 KiB. User explicitly reported Deleted B102; event time approximated from receipt of the immediately following B103 upload because an exact UI timestamp was unavailable.
retained_or_derived_input,B101_goa_human_gaf159_normalized_20260827T152736Z.tsv.gz,/mnt/data/ppi_repro_corrected/batches/B101_extracted/B101/B101_goa_human_gaf159_normalized_20260827T152736Z.tsv.gz,present_and_hash_verified,retained_from_prior_analysis,row-preserving GAF v159 derivative used after B101 deletion,analyze_B102_gp2protein_final.py,,,derived_artifact; provenance_traced_to_parent_inputs,local retained derivative,,5123439,132066afa3d3ea550752d3d2eb98fcbc238570c23bf239f0ea77e720e34cc274,goa_human.gaf.159.gz,392440 rows and reconstructed raw-data hash verified in B101,B101,,,2026-08-27T16:21:32.620248+00:00,2026-08-27T16:22:36.415383+00:00,,,retained_derivative_required_for_reproduction,true_as_generated_or_retained_artifact,/mnt/data/ppi_repro_corrected/batches/B101_extracted/B101/B101_goa_human_gaf159_normalized_20260827T152736Z.tsv.gz,132066afa3d3ea550752d3d2eb98fcbc238570c23bf239f0ea77e720e34cc274,4c50f346cbfed513d7e0c14040a84537866706010873691c8076169f7fc3b78a,392440 rows and reconstructed raw-data hash verified in B101,,Do not delete this retained derivative from the analysis bundle.
retained_or_derived_input,B101_goa_human_gpi159_normalized_20260827T152736Z.tsv.gz,/mnt/data/ppi_repro_corrected/batches/B101_extracted/B101/B101_goa_human_gpi159_normalized_20260827T152736Z.tsv.gz,present_and_hash_verified,retained_from_prior_analysis,row-preserving GPI v159 derivative used after B101 deletion,analyze_B102_gp2protein_final.py,,,derived_artifact; provenance_traced_to_parent_inputs,local retained derivative,,675697,4a69bf547b951d060c1b38a4fc208b116ff0917ce74b941675d244b3315c34b1,goa_human.gpi.159.gz,21002 rows and reconstructed raw-data hash verified in B101,B101,,,2026-08-27T16:21:32.620248+00:00,2026-08-27T16:22:36.415383+00:00,,,retained_derivative_required_for_reproduction,true_as_generated_or_retained_artifact,/mnt/data/ppi_repro_corrected/batches/B101_extracted/B101/B101_goa_human_gpi159_normalized_20260827T152736Z.tsv.gz,4a69bf547b951d060c1b38a4fc208b116ff0917ce74b941675d244b3315c34b1,4c50f346cbfed513d7e0c14040a84537866706010873691c8076169f7fc3b78a,21002 rows and reconstructed raw-data hash verified in B101,,Do not delete this retained derivative from the analysis bundle.
retained_or_derived_input,B101_provisional_UniProt_to_Entrez_via_MSigDB52_symbols_20260827T152736Z.csv.gz,/mnt/data/ppi_repro_corrected/batches/B101_extracted/B101/B101_provisional_UniProt_to_Entrez_via_MSigDB52_symbols_20260827T152736Z.csv.gz,present_and_hash_verified,retained_from_prior_analysis,provisional comparison mapping retained from B101,analyze_B102_gp2protein_final.py,,,derived_artifact; provenance_traced_to_parent_inputs,local retained derivative,,462102,694ae310816f792be7c77e77235ba8b9e546b6c08b946f91d2c3e7501e22ecc5,B101 GPI symbols plus MSigDB v5.2 aliases,"used only as a comparison/fallback mapping, not accepted as historical ground truth",B101,,,2026-08-27T16:21:32.620248+00:00,2026-08-27T16:22:36.415383+00:00,,,retained_derivative_required_for_reproduction,true_as_generated_or_retained_artifact,/mnt/data/ppi_repro_corrected/batches/B101_extracted/B101/B101_provisional_UniProt_to_Entrez_via_MSigDB52_symbols_20260827T152736Z.csv.gz,694ae310816f792be7c77e77235ba8b9e546b6c08b946f91d2c3e7501e22ecc5,4c50f346cbfed513d7e0c14040a84537866706010873691c8076169f7fc3b78a,"used only as a comparison/fallback mapping, not accepted as historical ground truth",,Do not delete this retained derivative from the analysis bundle.
retained_or_derived_input,collapsed_gene_labels_topology_features.csv,/mnt/data/work/ppi_repro_corrected/results/collapsed_gene_labels_topology_features.csv,present_and_hash_verified,generated_by_core_reconstruction,independently recovered GraphSAGE gene-by-label matrix,analyze_B102_gp2protein_final.py; all B104A reconstruction/validation scripts,,,derived_artifact; provenance_traced_to_parent_inputs,local retained derivative,,1061035,4fd88002b2600c0b7c5dcb076390f5b74a39edcb34184f1b0768d9926dcb1907,topology-and-feature node identity reconstruction,4268 distinct resolved Entrez genes with 121 observed binary label columns,core_reconstruction,,,2026-08-27T16:21:32.620248+00:00,2026-08-27T16:22:36.415383+00:00,,,retained_derivative_required_for_reproduction,true_as_generated_or_retained_artifact,/mnt/data/work/ppi_repro_corrected/results/collapsed_gene_labels_topology_features.csv,4fd88002b2600c0b7c5dcb076390f5b74a39edcb34184f1b0768d9926dcb1907,4c50f346cbfed513d7e0c14040a84537866706010873691c8076169f7fc3b78a,4268 distinct resolved Entrez genes with 121 observed binary label columns,,Do not delete this retained derivative from the analysis bundle.
