event_time_utc,batch_id,event_type,artifact_name,status,details
2026-08-27T16:31:02.002033+00:00,B102,delivery_bundle_hashed,B102_gp2protein_analysis_bundle_20260827T163101Z.zip,complete,SHA-256 5c4dfc64fef0a4893463ba097d12ac75fd41f9a65f18244cb5d840232585dc7d; raw uploaded files excluded.
2026-08-27T16:31:58.836892+00:00,B102,bundle_hash_record_superseded,B102_gp2protein_analysis_bundle_20260827T163101Z.zip,supersedes_all_prior_bundle_hash_events,Earlier hashes were generated before the delivery index/provenance snapshot was finalized and are retained only as superseded history.
2026-08-27T16:31:58.836892+00:00,B102,delivery_bundle_hashed_final,B102_gp2protein_analysis_bundle_20260827T163101Z.zip,complete_final,SHA-256 190e4dacedf62fad80b0f28ff066dd689fd24536038630c0a77812c7fbbf9dcb; size 3248854 bytes; raw uploaded files excluded; no further bundle modifications performed.
2026-08-27T16:33:25.098909+00:00,B102,integrity_event_clarified,B102 inputs,clarification,The three GO data uploads matched inventory rows and gzip tests passed where applicable. The inventory CSV cannot self-list; its received-copy SHA-256 was computed separately.
2026-08-27T16:33:25.218838+00:00,B102,bundle_hash_records_superseded_final,B102_gp2protein_analysis_bundle_20260827T163101Z.zip,supersedes_all_prior_bundle_hash_records,All earlier bundle hashes predated final URL/manifests/report corrections; retained as history only.
2026-08-27T16:33:25.218838+00:00,B102,delivery_bundle_hashed_final_frozen,B102_gp2protein_analysis_bundle_20260827T163101Z.zip,complete_final_frozen,SHA-256 2d39c91bed5b59507610094463e68a534dc0eb660b03b17c49023bd7a2b61e71; size 3249977 bytes; bundle frozen after this event; raw uploads excluded.
2026-08-28T02:52:31Z,B102,user_deletion_confirmed,2016-06-01-annotations-README,conversation_copy_deleted,User reported Deleted B102; time approximated from immediate next upload receipt because exact UI timestamp unavailable.
2026-08-28T02:52:31Z,B102,user_deletion_confirmed,2016-06-01-gp2protein.geneid.gz,conversation_copy_deleted,User reported Deleted B102; time approximated from immediate next upload receipt because exact UI timestamp unavailable.
2026-08-28T02:52:31Z,B102,user_deletion_confirmed,2016-06-01-gp2protein.human.gz,conversation_copy_deleted,User reported Deleted B102; time approximated from immediate next upload receipt because exact UI timestamp unavailable.
2026-08-28T02:52:31Z,B102,user_deletion_confirmed,local_upload_inventory_full_20260827T160408Z.csv,conversation_copy_deleted,User reported Deleted B102; time approximated from immediate next upload receipt because exact UI timestamp unavailable.
2026-08-28T02:52:31Z,B103,user_deletion_confirmed,2016-06-01-go.obo,conversation_copy_deleted,User reported Deleted B103; time approximated from B104 upload receipt because exact UI timestamp unavailable.
2026-08-28T03:07:59Z,B104,prior_batch_derivative_repair,2016-06-01-go.obo,completed,Residual mounted bytes matched the prior verified hash and were used once to reconstruct a durable derivative; logical deletion remained in force.
2026-08-28T02:52:31Z,B103,user_deletion_confirmed,idmapping_2026_08_27.tsv.gz,conversation_copy_deleted,User reported Deleted B103; time approximated from B104 upload receipt because exact UI timestamp unavailable.
2026-08-28T03:07:59Z,B104,prior_batch_derivative_repair,idmapping_2026_08_27.tsv.gz,completed,Residual mounted bytes matched the prior verified hash and were used once to reconstruct a durable derivative; logical deletion remained in force.
2026-08-28T02:52:31Z,B104,input_received,goa_human.gaf.158.gz,received,Runtime mount time recorded; exact UI receipt time unavailable.
2026-08-28T03:07:59Z,B104,integrity_verified,goa_human.gaf.158.gz,passed,Size and SHA-256 matched full local inventory; gzip -t passed; SHA-256 7d5f7aabd0bea1e1f2a9d18af70f5d4038a85a78736d07ba69fc331b34241acf.
2026-08-28T02:52:31Z,B104,input_received,goa_human.gpa.158.gz,received,Runtime mount time recorded; exact UI receipt time unavailable.
2026-08-28T03:07:59Z,B104,integrity_verified,goa_human.gpa.158.gz,passed,Size and SHA-256 matched full local inventory; gzip -t passed; SHA-256 4d1b31df7490ad55c215d2e8525a098d820bf12a7d2d26cd13bc58a633d5f26a.
2026-08-28T02:52:31Z,B104,input_received,goa_human.gpi.158.gz,received,Runtime mount time recorded; exact UI receipt time unavailable.
2026-08-28T03:07:59Z,B104,integrity_verified,goa_human.gpi.158.gz,passed,Size and SHA-256 matched full local inventory; gzip -t passed; SHA-256 2c7a7a836d022038431a5efbfa48dbe0dd1777264e008f693b78387568dd354a.
2026-08-28T03:07:59Z,B104,analysis_attempt,analyze_B104_release158.py,timed_out,Exhaustive initial implementation exceeded 120 seconds; no partial outputs accepted.
2026-08-28T03:07:59Z,B104,analysis_completed,analyze_B104_release158_fast.py,accepted,"Exit 0; release158 1,733 differences, release159 901; normalized derivatives and reconciliation outputs written."
2026-08-28T03:22:43Z,B104,alternative_hypotheses_completed,analyze_B104_alternative_hypotheses.py,accepted,"Exit 0; mapping-policy, NOT, all-zero-gene, and residual-structure tests written."
2026-08-28T03:22:43Z,B104,identifier_watchlist_created,B104_identifier_mapping_watchlist,accepted,"GeneIDs 7957, 29901, and 10159 tracked without replacement assumptions."
2026-08-28T03:22:43Z,B104,deletion_clearance_issued,B104 raw conversation attachments,safe_to_delete,"All three B104 uploads passed integrity, parsing, analysis, derivative retention, and final validation; awaiting user confirmation Deleted B104."
2026-08-28T03:29:20Z,B104,analysis_bundle_frozen,B104_release158_analysis_bundle_20260828T032801Z.zip,accepted,ZIP integrity passed; raw B104 and logically deleted B103 inputs excluded; SHA-256 c131fb1f65d4b8c242b60d3db3ea815dc873674b18162d8dfd164f32f5609570.
2026-08-28T15:20:26Z,B104,user_deletion_confirmed,goa_human.gaf.158.gz,conversation_copy_deleted,User reported Deleted B104; user-local master retained. B104A used frozen bundle/derivatives only.
2026-08-28T15:20:26Z,B104,user_deletion_confirmed,goa_human.gpa.158.gz,conversation_copy_deleted,User reported Deleted B104; user-local master retained. B104A used frozen bundle/derivatives only.
2026-08-28T15:20:26Z,B104,user_deletion_confirmed,goa_human.gpi.158.gz,conversation_copy_deleted,User reported Deleted B104; user-local master retained. B104A used frozen bundle/derivatives only.
2026-08-28T15:20:26Z,B104A,analysis_attempt,analyze_B104A_residuals.py,timed_out,Timed out after writing completed relation/depth/evidence outputs; process itself not accepted as a complete run.
2026-08-28T15:20:26Z,B104A,analysis_attempt,continue_B104A.py,partial_then_failed,"Completed residual/date/source/edge outputs, then failed on row-array length mismatch; no outputs after the failing statement accepted."
2026-08-28T15:20:26Z,B104A,analysis_completed,finish_B104A_graph_summary.py,accepted,Corrected graph row indexing via explicit graphsage_row; gene-property summaries completed.
2026-08-28T15:20:26Z,B104A,qualifier_hypothesis_tested,GAF contributes_to and colocalizes_with,accepted,Uniform exclusion from ordinary binary membership reduced release159 differences from 901 to 13 without false negatives.
2026-08-28T15:20:26Z,B104A,mapping_component_resolved,O95073/Q9Y620/GeneID25788/100861412,accepted,Full historical component and independent primary symbols identify O95073 as FSBP and Q9Y620 as RAD54B; O95073->25788 excluded before GraphSAGE projection. No label values used for the mapping decision.
2026-08-28T15:20:26Z,B104A,exact_reconstruction_completed,finalize_B104A_exact_reconstruction.py,accepted,"GOA159 final model reproduced all 516,428 binary cells exactly; release158 control retained 846 differences."
2026-08-28T15:20:26Z,B104A,independent_validation_completed,validate_B104A_exact_reconstruction_set_based.py,accepted,"Separate set-based implementation reproduced 121 exact columns, zero FP/FN, and identical matrix hash."
2026-08-28T15:20:26Z,B104A,report_generated,B104A_REPORT_20260828T145842Z.md,accepted,"Detailed residual definition, ontology depth analysis, qualifier decomposition, mapping audit, exact reconstruction, and B105 implications documented."
2026-08-28T15:20:26Z,B104A,output_checksum_inventory_created,B104A_output_checksums_20260828T152026Z.csv,accepted,81 pre-bundle files hashed; checksum file excludes its own hash.
2026-08-28T15:20:26Z,B104A,analysis_bundle_frozen,B104A_exact_GO_reconstruction_bundle_20260828T152026Z.zip,accepted,ZIP integrity to be validated; SHA-256 5b3d36c2f1325933ec73140d557c9e69f9433eb02fef72a1bf792ed9ef03134a; raw user uploads excluded.
2026-08-28T15:20:26Z,B104A,final_delivery_validation,B104A_FINAL_DELIVERY_VALIDATION_20260828T152026Z.json,accepted,"ZIP CRC, member checksums, raw-exclusion, ledger bundle hash, and both exact scientific validations passed."
2026-08-28T16:18:26Z,B104B,msigdb_direct_membership_analysis_completed,MSigDB v5.1/v5.2/v6.0 archives,accepted,"C5 and all-collection Entrez memberships tested against all 121 columns on 4,268 resolved genes; zero exact columns in every version."
2026-08-28T16:18:26Z,B104B,full_human_term_selection_discovered,B104B_global_human_GOA_term_counts.csv.gz,accepted,Top 121 propagated GOA159 terms by full-human GeneID prevalence equal the 121 exact GO candidates; threshold >=1000 also yields the exact set.
2026-08-28T16:18:26Z,B104B,independent_term_selection_validation,B104B_independent_global_term_selection_validation.json,accepted,"Second implementation used only standard-library CSV parsing and Python sets; 121/121 exact set equality, no extras or omissions."
2026-08-28T16:18:26Z,B104B,counting_unit_sensitivity,B104B_term_selection_counting_unit_tests.json,accepted,Distinct historical GeneIDs and distinct GPI159/Swiss-Prot accessions both yield the same top 121 and >=1000 exact candidate set.
2026-08-28T16:18:26Z,B104B,release158_term_selection_sensitivity,B104B_release158_term_selection_sensitivity.json,accepted,"Release158 top 121 is the same set, but >=1000 yields only 120 terms; label memberships remain inconsistent with release158."
2026-08-28T16:18:26Z,B104B,agent_handoff_generated,B104B_AGENT_HANDOFF_20260828T161826Z.md,accepted,"Complete reproducible explanation of mapping ambiguity, qualifier semantics, evidence policy, is_a propagation, exact membership equality, and term-selection discovery."
2026-08-28T16:18:26Z,B104B,output_checksum_inventory_created,B104B_OUTPUT_CHECKSUMS_20260828T161826Z.csv,accepted,All B104B directory files except the checksum file itself were hashed before bundle creation.
2026-08-28T16:18:26Z,B104B,analysis_bundle_frozen,B104B_MSigDB_term_selection_handoff_bundle_20260828T161826Z.zip,accepted,ZIP integrity passed; SHA-256 cbc3097cbf8d3a516fa560722d53b3b5e20b280babc62ab3fda2b8f5d5d12ea6; raw MSigDB archives excluded.
2026-08-28T16:18:26Z,B104B,final_delivery_validation,B104B_FINAL_DELIVERY_VALIDATION_20260828T161826Z.json,accepted,"All scientific, input-hash, ZIP-integrity, required-member, and raw-exclusion checks passed."
2026-08-28T16:18:26Z,B104B,term_selection_policy_robustness_completed,B104B_term_selection_policy_robustness.csv,accepted,24 evidence/relation/propagation combinations tested; only exact_six + default_only + is_a reproduces the exact top121 and >=1000 term set.
2026-08-28T16:18:26Z,B104B,prior_bundle_superseded,B104B_MSigDB_term_selection_handoff_bundle_20260828T161826Z.zip,superseded_and_rebuilt,Bundle rebuilt after adding policy-robustness analysis; current SHA-256 732db5d7fefa5a0e72ebfb1fd2c71728bfa3e665a0d009e27d528b0209026511.
2026-08-28T16:18:26Z,B104B,final2_delivery_validation,B104B_FINAL2_DELIVERY_VALIDATION_20260828T161826Z.json,accepted,"All refreshed ZIP, MSigDB, independent-selection, threshold, and policy-uniqueness checks passed."
2026-08-28T20:09:48Z,B104C,raw_input_received,msigdb_v5.0_files_to_download_locally.zip,accepted,115484475 bytes; SHA-256 d372fc23f229cbb79656d824e0519587db6110963d22d1f4c95e5154963a32d2; matches B000B full inventory.
2026-08-28T20:09:48Z,B104C,raw_input_integrity_verified,msigdb_v5.0_files_to_download_locally.zip,accepted,"ZIP parsed; one XML file found; internal XML BUILD_DATE Apr 27, 2015."
2026-08-28T20:09:48Z,B104C,msigdb_v5_direct_membership_test,msigdb_v5.0_files_to_download_locally.zip,accepted,"10,348 all sets and 1,454 C5 sets tested; zero exact GraphSAGE label columns; closest mismatch 307 genes."
2026-08-28T20:09:48Z,B104C,msigdb_C5_scope_correction,cross-version MSigDB target identity counts,accepted_superseding_prior_count,"C5-scoped target GO presence is v5.0=57, v5.1=57, v5.2=6, v6.0=6. Prior v5.2/v6.0 count of 23 counted non-C5 XML rows."
2026-08-28T20:09:48Z,B104C,graphsage_python2_serialization_validation,ppi-class_map.json,accepted,"64-bit unrandomized CPython2-style dictionary simulation reproduces all 56,944 JSON keys exactly; 32-bit model matches only 5,410 positions."
2026-08-28T20:09:48Z,B104C,column_order_conventional_models_tested,GraphSAGE 121-label GO order,accepted_negative_result,"GO ID, name, prevalence, OBO order, GAF first occurrence, and MSigDB XML orders do not explain the sequence."
2026-08-28T20:09:48Z,B104C,column_order_legacy_dictionary_model,GraphSAGE 121-label GO order,accepted_strong_inference,"Large accepted-GAF Python2 dictionary model: tau 0.772176, p 3.54e-36, 88.61% pairwise concordance, LCS 92/121, first five exact."
2026-08-28T20:09:48Z,B104C,column_order_extended_grid,48 GAF-derived Python2 simulations,accepted,"Best LCS 94/121; all simulations had a 32,768-slot table and selected duplicate orientation 001."
2026-08-28T20:09:48Z,B104C,duplicate_vector_order_disambiguation,B104C_inferred_unique_121_GO_column_order_20260828T194921Z.csv,strongly_supported_not_source_code_proven,Columns 24/71 = GO:0043228/GO:0043232; 39/63 = GO:0006464/GO:0036211; 48/70 = GO:1903561/GO:0043230.
2026-08-28T20:09:48Z,B104C,msigdb_v5_normalized_derivative_created,B104C_msigdb_v5.0_normalized_entrez_gene_sets_20260828T194921Z.tsv.gz,accepted,"10,348 rows; 1,454 C5; SHA-256 6775fb96be44080c768bd5789a0dbb0c802a1a0faa45927aa2a07d70af9f7c1f."
2026-08-28T20:09:48Z,B104C,uniprot_sequential_audit_script_created,download_extract_uniprot_2016_mapping_audit.py,accepted,"Processes 2016_04, 2016_05, and 2016_06 sequentially; verifies metalink size/MD5, records SHA-256, extracts O95073/Q9Y620, deletes archive only after validation."
2026-08-28T20:09:48Z,B104C,uniprot_audit_script_self_test,download_extract_uniprot_2016_mapping_audit.py,passed,"Synthetic archive with 100,004 records scanned; both target records extracted; post-validation archive deletion gate passed."
2026-08-28T20:09:48Z,B104C,uniprot_audit_script_dry_run,download_extract_uniprot_2016_mapping_audit.py,passed,"All three official release URLs, sizes, MD5 values, and scratch paths printed; no large download initiated."
2026-08-28T20:09:48Z,B104C,user_local_storage_deletion_report,previously held MSigDB archives,recorded_collection_level,"User reported deleting older MSigDB files to free space; exact filenames not enumerated, so per-file local statuses were not guessed."
2026-08-28T20:09:48Z,B104C,B105_status,late-June ontology robustness test,deferred_by_user,No B105 input requested or analyzed in B104C.
2026-08-28T20:09:48Z,B104C,deletion_clearance_issued,msigdb_v5.0_files_to_download_locally.zip,safe_after_bundle_validation,Complete normalized derivative retained; raw SHA-256 d372fc23f229cbb79656d824e0519587db6110963d22d1f4c95e5154963a32d2.
2026-08-28T20:09:48Z,B104C,prebundle_file_checksums_reverified,B104C_OUTPUT_CHECKSUMS_20260828T200948Z.csv,passed,56 listed files present with matching size and SHA-256.
2026-08-28T20:09:48Z,B104C,delivery_bundle_created,B104C_MSigDB50_column_order_bundle_20260828T200948Z.zip,accepted,4064734 bytes; SHA-256 bdec8349eb14e643a6db640d67597373b7a3d0db8da6353183da08b0e8b595e6; ZIP integrity passed.
2026-08-28T20:09:48Z,B104C,delivery_bundle_raw_exclusion_check,B104C_MSigDB50_column_order_bundle_20260828T200948Z.zip,passed,Bundle excludes msigdb_v5.0 raw ZIP and all UniProt Swiss-Prot tar.gz archives.
2026-08-28T20:09:48Z,B104C,postbundle_validation,B104C_FINAL_DELIVERY_VALIDATION_20260828T200948Z.json,passed,Validation SHA-256 76e71ff063aba9b8d63cb0cff45a93f8e460ec559baea22e2dc922f809603ce7; all checks true.
2026-08-28T20:09:48Z,B104C,deletion_gate_finalized,msigdb_v5.0_files_to_download_locally.zip,safe_to_delete_conversation_attachment,Frozen bundle bdec8349eb14e643a6db640d67597373b7a3d0db8da6353183da08b0e8b595e6; normalized derivative 6775fb96be44080c768bd5789a0dbb0c802a1a0faa45927aa2a07d70af9f7c1f.
