path	created_by	artifact_type	purpose	source_inputs	source_url	source_version_date	creation_command	sha256	status	findings_supported	recommended_repo_location
/mnt/user-data/uploads/Greene2015_Table6.xlsx	Greene et al.	supplementary	973 expert-curated GO BP terms for gold standard	n/a	Springer supplementary	2015	download	691b9d895ac6d0f6ed7abedb96d9b206965fe221e3ccdae940b4daa5db50533e	current	tested as label source; 117-118 terms at threshold 15 (not 121)	docs/Greene2015_Table6.xlsx
/mnt/user-data/uploads/Greene2015_Table9.xlsx	Greene et al.	supplementary	GO-to-tissue mappings	n/a	Springer supplementary	2015	download	18ae68f28d9b84f4b1cb7f7c7c1cc8eb76716414de2089a329f070a5aeca6cd5	current	tissue-process mapping context	docs/Greene2015_Table9.xlsx
/mnt/user-data/uploads/msigdb_v5_2_files_to_download_locally.zip	Broad Institute	reference_data	MSigDB v5.2 gene set collections (C1-C7, Entrez+Symbol GMTs)	n/a	msigdb.org	2016-09	download	a618c1c60b11570036034e6357e73e80ee43065ec7a57c1dbd238f205405fbdb	current	50/50 features confirmed from C1+C3; 0/18026 label matches	data/reference/msigdb_v5.2.zip
/mnt/user-data/uploads/msigdb_v5_2_chip_files_to_download_locally.zip	Broad Institute	reference_data	MSigDB v5.2 chip mapping files	n/a	msigdb.org	2016-09	download	252befc853b5e01cfe99439ec50a7ab8de747cd0abe6224a93077f2d9b0b20fc	current	symbol-to-entrez mapping	data/reference/msigdb_v5.2_chip.zip
/mnt/user-data/uploads/msigdb_v5_1_files_to_download_locally.zip	Broad Institute	reference_data	MSigDB v5.1 for version comparison	n/a	msigdb.org	2016-04	download	5a8b3f10ea92f8e71eaaa0705ab9d3a5229d838864eec9699544b75884bc9e29	current	version comparison (0/121 match)	data/reference/msigdb_v5.1.zip
/mnt/user-data/uploads/msigdb_v6_0_files_to_download_locally.zip	Broad Institute	reference_data	MSigDB v6.0 for version comparison	n/a	msigdb.org	2017-04	download	39fa82c4cedc9183c532afb1c1431683536b5945e50fb8be4f5bcce3ac136edf	current	version comparison (0/121 match)	data/reference/msigdb_v6.0.zip
/mnt/user-data/uploads/goa_human_gaf_159.gz	EBI GOA	reference_data	GOA human annotations release 159 (BEST MATCH for labels)	UniProt, GO	ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/	2016-07-04	wget	b098509f9ce70fbe7e93e7fabb3c8a767b8201fe25662ff6a57959d6cee43838	current	best label match source: 24/121 exact, 121/121 >=99%	data/reference/goa_human.gaf.159.gz
/mnt/user-data/uploads/goa_human_gaf_158.gz	EBI GOA	reference_data	GOA human annotations release 158	UniProt, GO	ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/	2016-06-06	wget	7d5f7aabd0bea1e1f2a9d18af70f5d4038a85a78736d07ba69fc331b34241acf	current	GOA version comparison	data/reference/goa_human.gaf.158.gz
/mnt/user-data/uploads/goa_human_gaf_160.gz	EBI GOA	reference_data	GOA human annotations release 160	UniProt, GO	ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/	2016-09-14	wget	3d55da7ecf20d4e6c1dfd332a859be521579ba220bcf68fe93633592241ce300	current	GOA version comparison	data/reference/goa_human.gaf.160.gz
/mnt/user-data/uploads/gene_association_goa_human_155.gz	EBI GOA	reference_data	GOA release 155 (old filename format)	UniProt, GO	ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/	2016-03-14	wget	46bf5f758f3c2d7c2f296ec0723a73eb7c26ee7cd050b5d2edd10c8eab27b0fa	current	GOA version comparison	data/reference/gene_association.goa_human.155.gz
/mnt/user-data/uploads/gene_association_goa_human_156.gz	EBI GOA	reference_data	GOA release 156	UniProt, GO	ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/	2016-04-11	wget	768afdd97807bdfa0fa1f653998005b7b23262307850df36c52e335e5ef55caa	current	GOA version comparison	data/reference/gene_association.goa_human.156.gz
/mnt/user-data/uploads/gene_association_goa_human_157.gz	EBI GOA	reference_data	GOA release 157	UniProt, GO	ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/	2016-05-09	wget	71ec07f1c7fe7acf15855ef37bb47fc41cac3b8703fe556afb08854724b9bc9e	current	GOA version comparison	data/reference/gene_association.goa_human.157.gz
/mnt/user-data/uploads/goa_human_gpi_159.gz	EBI GOA	reference_data	GOA Gene Product Information release 159	UniProt	ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/	2016-07-04	wget	f783a8c71c464b3b98673eb4dc0ae836ad61bd6c72415ae62828d20d0e735612	current	UniProt accession to symbol mapping	data/reference/goa_human.gpi.159.gz
/mnt/user-data/uploads/goa_human_gpi_160.gz	EBI GOA	reference_data	GOA Gene Product Information release 160	UniProt	ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/	2016-09-14	wget	2638f62e9ef2e6de8017ad5de026d403ce74782a800bab2b3539645c218ddce9	current	not used directly	data/reference/goa_human.gpi.160.gz
/mnt/user-data/uploads/2016-06-01-go.obo	Gene Ontology Consortium	reference_data	GO ontology structure (is_a relationships for propagation)	n/a	release.geneontology.org/2016-06-01/ontology/	2016-06-01	wget	9b4c0c28d73ba41ae4c684d78b354d2c8bea691a5d759d4cdd188eecdd307ca2	current	is_a propagation for label matching	data/reference/2016-06-01-go.obo
/mnt/user-data/uploads/2016-06-01-go.owl	Gene Ontology Consortium	reference_data	GO ontology OWL format	n/a	release.geneontology.org/2016-06-01/ontology/	2016-06-01	wget	008c6fab29b367f291132eb3e23ffc3f7c939101ebfc4124e63724e789eeea77	current	not used directly	data/reference/2016-06-01-go.owl
/mnt/user-data/uploads/2016-06-01-gene_ontology.obo	Gene Ontology Consortium	reference_data	GO ontology alternative OBO format	n/a	release.geneontology.org/2016-06-01/ontology/	2016-06-01	wget	3bc7e81ebac6f6e99b75b136ae0c97542b711697784ffb0275575afdd5a0298c	current	not used directly	data/reference/2016-06-01-gene_ontology.obo
/mnt/user-data/uploads/2016-06-01-annotations-README	Gene Ontology Consortium	documentation	README for GO annotation archive	n/a	release.geneontology.org/2016-06-01/annotations/	2016-06-01	wget	32134f9555d6710a9bb488fe652fef04cd84facf516f669939487d137f8bcc88	current	documents file formats	data/reference/2016-06-01-annotations-README
/mnt/user-data/uploads/2016-06-01-gp2protein_geneid.gz	Gene Ontology Consortium	reference_data	Entrez GeneID to UniProt accession mapping (37MB, all organisms)	NCBI Gene, UniProt	release.geneontology.org/2016-06-01/annotations/gp2protein/	2016-06-01	wget	f3a2d329ada32f03e4c3ec60c55ef77cfe3626c3c875832e59612e5f316504e7	current	primary UniProt-to-Entrez bridge for GOA label matching	data/reference/2016-06-01-gp2protein_geneid.gz
/mnt/user-data/uploads/2016-06-01-gp2protein_human.gz	Gene Ontology Consortium	reference_data	Human UniProt-to-UniProt mapping (not useful for our purpose)	UniProt	release.geneontology.org/2016-06-01/annotations/gp2protein/	2016-06-01	wget	5a62823541d718c212b61efe741b61f67b10c9a8fb71114f9cd3e33f9cc501dd	current	not useful (maps UniProt to UniProt)	data/reference/2016-06-01-gp2protein_human.gz
/mnt/user-data/uploads/2016-12-23-gene2go_human_tsv.gz	NCBI (via Wayback Machine)	reference_data	Human-filtered gene2go (Dec 2016 snapshot)	NCBI Gene, GO	web.archive.org/web/20161223/ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/gene2go.gz	2016-12-23	filter_gene2go.sh	5d14e96beead06423b047621ac02829b576e041e607a58f70820947839641c09	current	gene2go version comparison; 68/121 at >=99% (BP only)	data/reference/2016-12-23-gene2go_human.tsv.gz
/mnt/user-data/uploads/2026-08-14-gene2go_human_tsv.gz	NCBI (current)	reference_data	Human-filtered gene2go (current, Aug 2026)	NCBI Gene, GO	ftp://ftp.ncbi.nlm.nih.gov/gene/DATA/gene2go.gz	2026-08-14	filter_gene2go.sh	b339ff9dea4e1baa4c26e425a5f4f646cb7eddf0def5291ae3fb615e4f553480	current	too recent for matching (10yr annotation drift)	data/reference/2026-08-14-gene2go_human.tsv.gz
/mnt/user-data/uploads/bioconductor-annotation-org_Hs_eg_db_3_0_0_tar.gz	Bioconductor	reference_data	org.Hs.eg.db 3.0.0 (frozen gene2go snapshot Oct 2014)	NCBI gene2go	bioconductor.org/packages/3.0/	2014-10	wget	8050de3394620756743770280dab2dc4a71b0f25fe2c00644590eb1472e47a9b	current	Bioconductor version comparison	data/reference/org.Hs.eg.db_3.0.0.tar.gz
/mnt/user-data/uploads/bioconductor-annotation-org_Hs_eg_db_3_1_2_tar.gz	Bioconductor	reference_data	org.Hs.eg.db 3.1.2 (frozen gene2go snapshot Apr 2015)	NCBI gene2go	bioconductor.org/packages/3.1/	2015-04	wget	f740123867e67a255d07ed1019bac565b94c948bc70dc5c1e584ce94cad76c62	current	Bioconductor version comparison	data/reference/org.Hs.eg.db_3.1.2.tar.gz
/mnt/user-data/uploads/bioconductor-annotation-org_Hs_eg_db_3_3_0_tar.gz	Bioconductor	reference_data	org.Hs.eg.db 3.3.0 (frozen gene2go snapshot May 2016)	NCBI gene2go	bioconductor.org/packages/3.3/	2016-05	wget	f7e7d37e4dd6824e5333ca2a930535859328b3e640150b82f056a026fd20eb27	current	Bioconductor version comparison	data/reference/org.Hs.eg.db_3.3.0.tar.gz
/mnt/user-data/uploads/bioconductor-annotation-org_Hs_eg_db_3_4_0_tar.gz	Bioconductor	reference_data	org.Hs.eg.db 3.4.0 (frozen gene2go snapshot Oct 2016)	NCBI gene2go	bioconductor.org/packages/3.4/	2016-10	wget	c6133611cc991dfc17410d06a9ddcc6dcff0153bceffdf7d5a9b7dc42f31afa6	current	Bioconductor version comparison	data/reference/org.Hs.eg.db_3.4.0.tar.gz
/mnt/user-data/uploads/HumanBase-blood.dat	HumanBase/FunctionLab	reference_data	GIANT gold standard for blood (4730 gene pairs, C1-C4)	Greene 2015 pipeline	hb.flatironinstitute.org/download	~2015	download	d3b9ab9b697fba7761e4a13fcc38a3b9d493d42dd31a06d88f45886eac63fbd5	current	OhmNet 4510 ⊂ GIANT 4730 confirmed	data/reference/HumanBase-blood.dat
/mnt/user-data/uploads/HuamnBase-kidney.dat	HumanBase/FunctionLab	reference_data	GIANT gold standard for kidney (same 4730 genes)	Greene 2015 pipeline	hb.flatironinstitute.org/download	~2015	download	0f3325ba6e87344bd119a16c677d224fa2d98d7142be86f34ef7f2aa5f8f3b4d	current	same gene universe as blood	data/reference/HumanBase-kidney.dat
/mnt/user-data/uploads/blood_sample_tsv.gz	user (via sample_giant_network.sh)	derived_data	Sampled GIANT blood top-edge network	HumanBase-blood_top.gz	hb.flatironinstitute.org/download	~2015	sample_giant_network.sh	de33c01e4ec3f54729e937ec4ec7f4fb4b52a846cfeb462214411154f7c89ddf	current	GIANT networks ≠ OhmNet networks (different data types)	data/reference/blood_sample.tsv.gz
/mnt/user-data/uploads/GraphSAGE_PPI_GO_Label_Reconstruction_ChatGPT_2026_08_28.md	ChatGPT agent	report	Independent label reconstruction report	GOA v159, go.obo, gp2protein	n/a	2026-08-28	ChatGPT analysis	9b15c1bfda8c7615d365c880bd298f488bd0e72d71df624fa0c0391a0029f8f4	current	119/121 exact label match; key breakthroughs: qualifier filtering, all 3 namespaces	docs/ChatGPT_label_report.md
/mnt/user-data/outputs/node2gene_corrected.json	Claude	derived_data	Node-to-Entrez mapping (4278 genes, 19 feature-based swaps)	graphsage_ppi.zip, bio-tissue-networks, msigdb_v5.2	n/a	n/a	WL isomorphism + MSigDB disambiguation	683b247e5fdd5c9aa4cc5c77367c609e399c49d5c2170d275411ad6000f6f470	current	gene identity recovery; 50/50 features match MSigDB	data/derived/node2gene_corrected.json
/mnt/user-data/outputs/node2gene_complete.json	Claude	derived_data	Node-to-Entrez mapping before swap corrections	graphsage_ppi.zip, bio-tissue-networks	n/a	n/a	WL isomorphism	06ce2b1b2d0871b0665782b957dc0c020ee17823a77980ae2d8d742195b3f156	superseded_by_corrected	intermediate mapping	data/derived/node2gene_complete.json
/mnt/user-data/outputs/node2gene_full.json	Claude	derived_data	Early mapping attempt	graphsage_ppi.zip, bio-tissue-networks	n/a	n/a	WL isomorphism	3181af268649f051b731c6f25812c73fe7cbdc5a73f864cd2b5e948a9a05ba19	superseded	early intermediate	data/derived/node2gene_full.json
/mnt/user-data/outputs/node2gene.json	Claude	derived_data	First mapping attempt	graphsage_ppi.zip, bio-tissue-networks	n/a	n/a	WL isomorphism	f1ba0cfbf9e0f5e6c4e403e20ad2f6efa3177c6f7ba48163a3d54f8bf19f53f9	superseded	earliest intermediate	data/derived/node2gene.json
/mnt/user-data/outputs/matches.json	Claude	derived_data	Graph-to-tissue matching (graph_id -> tissue name)	graphsage_ppi.zip, bio-tissue-networks	n/a	n/a	edge set comparison	6329f11d2e48d550f51aafc094b298034920f0b2e76399b5a9d61ab1c92c88f1	superseded_by_full	intermediate	data/derived/matches.json
/mnt/user-data/outputs/matches_full.json	Claude	derived_data	Complete graph-to-tissue matching (all 24 graphs)	graphsage_ppi.zip, bio-tissue-networks	n/a	n/a	edge set comparison	924f73e8770ee066965a74ab29dcc16294641c3415c32f08e190adaf3493fa68	current	24/24 graphs identified	data/derived/matches_full.json
/mnt/user-data/outputs/label_matching_detail.txt	Claude	analysis_output	Per-column GO term match with FP/FN lists (BP-only, superseded)	node2gene_corrected.json, goa_human_gaf_159.gz, go.obo	n/a	n/a	label matching pipeline	ba88a42295a1e8266b56f1d2f9876cb889a060f9cbbec5c4f2c5bff884c9faa7	superseded	BP-only analysis (before BP+MF+CC breakthrough)	data/derived/label_matching_detail_BP_only.txt
/mnt/user-data/outputs/column0_mismatch.txt	Claude	analysis_output	Detailed FP/FN gene lists for column 0 (GO:0050789)	node2gene_corrected.json, goa_human_gaf_159.gz	n/a	n/a	label matching pipeline	1a4af814846f802a8bcdd76a05b6d6daf460ac9f396581c73e9f0b61c0b20ab6	superseded	early BP-only analysis	data/derived/column0_mismatch.txt
/mnt/user-data/outputs/investigation_summary.md	Claude	report	Comprehensive snapshot summary (before BP+MF+CC breakthrough)	all files	n/a	n/a	manual	fe23f5d35c1c3a21bba13c2241e0c8c783c31a0a31026c8e5f1c0d7a8c320d16	superseded	pre-namespace-fix summary	docs/investigation_summary_v1.md
/mnt/user-data/outputs/file_inventory.md	Claude	report	File inventory (earlier version)	all files	n/a	n/a	manual	91050bd8e8d66bb5f7d8fea25e26daaaac6764c4f39d064bebf85d024e83bf8b	superseded	earlier inventory	docs/file_inventory_v1.md
/mnt/user-data/outputs/label_status.md	Claude	report	Label provenance status (BP-only era)	analysis results	n/a	n/a	manual	b99e558217964687996008fb5fd7ca44dcd3e25308c17f7f5a04494993cf5520	superseded	pre-namespace-fix status	docs/label_status_v1.md
/mnt/user-data/outputs/ppi_lookup_table_report.md	Claude	report	Leakage measurement (gene lookup = 0.9956 micro-F1)	graphsage_ppi.zip, dgl_ppi.zip	n/a	n/a	oracle.py, baselines.py	74acddacfba93faa6b67ce21a9bfaab66d91e4ffedfcb9e08cfa763f64a53e1d	current	key finding: benchmark is a lookup table	docs/ppi_lookup_table_report.md
/mnt/user-data/outputs/ppi_gene_identity_report.md	Claude	report	Gene identity recovery methodology	graphsage_ppi.zip, bio-tissue-networks, msigdb_v5.2	n/a	n/a	manual	8e8b0e5f1c50969910916c3b6498c423ae32716d83edbc38ef3edbfcf7d05236	current	WL isomorphism methodology and results	docs/ppi_gene_identity_report.md
/mnt/user-data/outputs/ppi_fingerprint_report.md	Claude	report	Dataset fingerprinting methodology	graphsage_ppi.zip	n/a	n/a	fingerprint.py	fffbb13a31c302cc33cccc38e93114a66864ffc3a999ddf0b44501e0733fb86c	current	dataset structure analysis	docs/ppi_fingerprint_report.md
/mnt/user-data/outputs/ppi_final_report.md	Claude	report	Earlier comprehensive report	all files	n/a	n/a	manual	8e68e5504efb9e398a49ae358430c9c8ec68d768e334859c4b269a2e5cefd584	superseded	earlier summary (pre-label-provenance)	docs/ppi_final_report_v1.md
/mnt/user-data/outputs/wl_isomorphism.py	Claude	code	WL colour refinement for graph isomorphism	graphsage_ppi.zip	n/a	n/a	manual	f1c3ea8e2b0e6043aa3be4a8a7778e2a46d1042d2746963b5239f8088645a701	current	core gene identity recovery algorithm	code/wl_isomorphism.py
/mnt/user-data/outputs/wl_lookup.py	Claude	code	WL-based gene lookup table	graphsage_ppi.zip, node2gene	n/a	n/a	manual	6ba4157a35e75653bbddd13dc101b84a6369a997622354f9c3875e0a2f58e1f3	current	leakage demonstration	code/wl_lookup.py
/mnt/user-data/outputs/recover_all.py	Claude	code	Full gene recovery pipeline	graphsage_ppi.zip, bio-tissue-networks, msigdb_v5.2	n/a	n/a	manual	e7fb2107be98277d03cfc448dc2359fba54f86db3db0675e2d1af969540e2eb2	current	gene identity recovery	code/recover_all.py
/mnt/user-data/outputs/recover_ids.py	Claude	code	Gene ID recovery (earlier version)	graphsage_ppi.zip, bio-tissue-networks	n/a	n/a	manual	003ae4e6e0f0e9dad2663f96112281caee092c86731d96469372fa2a3b1af94c	superseded	early version	code/recover_ids.py
/mnt/user-data/outputs/oracle.py	Claude	code	Oracle/lookup table baseline	graphsage_ppi.zip, dgl_ppi.zip	n/a	n/a	manual	211b26b84e8ed03e0feb5dd1d1629aec73e33d58b07b931129c2b72de2f339af	current	leakage measurement	code/oracle.py
/mnt/user-data/outputs/baselines.py	Claude	code	Baseline classifiers for leakage measurement	dgl_ppi.zip	n/a	n/a	manual	4a4574c583a32676d9ad8db11a51dd8159db6e2b69ec06815f1ddcb7768324f2	current	leakage baselines	code/baselines.py
/mnt/user-data/outputs/fingerprint.py	Claude	code	Dataset fingerprinting	graphsage_ppi.zip	n/a	n/a	manual	2921dc5a707ff0eb969faad56658675e4f0155486e9257d4e4ab45c05b58819e	current	structure analysis	code/fingerprint.py
/mnt/user-data/outputs/verify.py	Claude	code	Verification script	graphsage_ppi.zip, dgl_ppi.zip	n/a	n/a	manual	5d15c2e5ba5775d65e7dc98e3f887c405dee36ded56027d1241c09bc4974f2f4	current	DGL transformation verification	code/verify.py
/mnt/user-data/outputs/match_tissues.py	Claude	code	Graph-to-tissue matching	graphsage_ppi.zip, bio-tissue-networks	n/a	n/a	manual	70ae38cb3121e851b5c1dabdbc3674a53d09a685dc5a66f67f573b6f4f065791	current	tissue identification	code/match_tissues.py
/mnt/user-data/outputs/match2.py	Claude	code	Improved tissue matching	graphsage_ppi.zip, bio-tissue-networks	n/a	n/a	manual	b834947209cae4d77698eb028397c335bca4d1a34614d5f07a19f3eded0c266a	current	tissue identification	code/match2.py
/mnt/user-data/outputs/followup.py	Claude	code	Follow-up analysis	various	n/a	n/a	manual	401ff40b547e68f7956aa9a70a3794e34a3a679143b4b03a09e48f5e1e87f599	current	additional analysis	code/followup.py
/mnt/user-data/outputs/gene_audit.py	Claude	code	Gene identity audit	node2gene, bio-tissue-networks	n/a	n/a	manual	b1d5da9c0baf25f216713ff6d65fa348c8f15fc4300467cac04db701f7ee6cb2	current	mapping verification	code/gene_audit.py
/mnt/user-data/outputs/sample_giant_network.sh	Claude	code	Script to sample GIANT network files locally	n/a	n/a	n/a	manual	45a304a3746cda1a0d70bd0826b29e000b61e08dddb71cc53c000c8dabbd3013	current	local utility	code/sample_giant_network.sh
/mnt/user-data/outputs/find_gene2go_2016.py	Claude	code	GitHub search for archived gene2go copies	n/a	n/a	n/a	manual	9841a51241c6f65fb3b2ce094fdbaa3d65c77cad6aff859dd9c659d0ff887c54	current	archive search	code/find_gene2go_2016.py
/home/claude/gene2go_may2016.gz	dhimmel (via git)	reference_data	Raw NCBI gene2go (all organisms, May 2 2016)	NCBI Gene, GO	github.com/dhimmel/gene-ontology commit 962a5e1	2016-05-02	git show 962a5e1:download/gene2go.gz	fbf282ae440e5fb3608c1cb101409e79a35c52dbcd0902d63fb67874aadbdbb8	current	May 2016 gene2go snapshot (SHA1=128175efac10d3d0ece8e2494436de7582beea62)	data/reference/2016-05-02-gene2go_all_organisms.gz
