gene_index	entrez_gene_id	positive_label_count	in_graphsage_4301
759	2309	66	1
760	2316	82	1
761	2317	21	1
762	2318	6	1
763	2321	53	1
764	2322	15	1
765	2324	54	1
766	2326	14	1
767	2332	81	1
768	2334	24	1
769	2335	62	1
770	2353	54	1
771	2354	0	0
772	2355	7	1
773	2395	50	1
774	2475	82	1
775	2487	19	1
776	2488	19	1
777	2492	24	0
778	2494	50	1
779	2515	0	0
780	2516	51	1
781	2530	34	1
782	2531	21	1
783	2534	33	1
784	2535	44	1
785	2537	33	1
786	2538	13	1
787	2539	58	1
788	2542	27	1
789	2547	73	1
790	2548	36	1
791	2549	0	1
792	2562	19	1
793	2571	4	1
794	2582	16	0
795	2584	24	1
796	2589	25	1
797	2590	36	1
798	2591	33	1
799	2596	10	1
800	2619	34	1
801	2621	85	1
802	2623	83	1
803	2624	67	1
804	2625	82	1
805	2626	68	1
806	2627	59	1
807	2629	58	1
808	2634	0	1
809	2643	48	0
810	2645	38	1
811	2646	40	1
812	2648	45	1
813	2658	75	1
814	2661	12	0
815	2668	53	1
816	2669	25	1
817	2670	17	1
818	2683	37	1
819	2688	40	1
820	2690	55	1
821	2692	41	1
822	2693	37	1
823	2697	40	1
824	2702	22	1
825	2729	43	1
826	2730	16	1
827	2734	14	1
828	2735	63	1
829	2736	51	1
830	2737	63	1
831	2739	22	1
832	2740	9	1
833	2741	35	0
834	2742	21	1
835	2744	23	1
836	2746	35	1
837	2747	23	1
838	2752	18	1
839	2760	8	1
840	2767	20	1
841	2768	16	1
842	2769	7	1
843	2771	24	1
844	2775	0	1
845	2776	36	1
846	2778	20	1
847	2780	8	1
848	2782	30	1
849	2793	8	1
850	2803	37	1
851	2805	30	1
852	2806	41	1
853	2810	44	1
854	2811	19	1
855	2819	8	1
856	2820	0	1
857	2822	72	1
858	2826	2	1
859	2829	0	1
860	2864	13	1
861	2874	35	1
862	2876	55	1
863	2878	16	1
864	2885	60	1
865	2887	17	1
866	2889	28	1
867	2890	17	1
868	2891	11	1
869	2895	23	1
870	2896	19	1
871	2897	1	0
872	2898	10	1
873	2899	17	1
874	2902	68	1
875	2903	10	1
876	2904	10	1
877	2905	0	1
878	2906	0	1
879	2908	53	1
880	2909	44	1
881	2912	0	1
882	2914	32	1
883	2915	16	1
884	2917	31	1
885	2918	17	1
886	2919	0	1
887	2920	3	1
888	2921	9	1
889	2922	10	1
890	2926	20	1
891	2931	59	1
892	2932	66	1
893	2934	70	1
894	2935	20	1
895	2938	24	1
896	2941	10	1
897	2946	48	1
898	2947	32	1
899	2948	15	1
900	2950	63	1
901	2952	21	1
902	2954	18	1
903	2956	56	1
904	2958	55	1
905	2962	17	1
906	2965	50	1
907	2966	27	1
908	2967	20	1
909	2969	19	1
910	2978	30	1
911	2979	0	1
912	2984	0	1
913	2997	16	1
914	2998	27	1
915	3001	27	1
916	3002	15	1
917	3008	24	1
918	3014	24	1
919	3029	17	1
920	3030	12	1
921	3039	34	1
922	3040	34	1
923	3043	34	1
924	3050	8	1
925	3054	70	1
926	3055	53	1
927	3059	67	1
928	3064	59	1
929	3065	85	1
930	3066	86	1
931	3070	49	1
932	3071	58	1
933	3073	26	1
934	3074	19	1
935	3075	11	1
936	3082	52	1
937	3084	50	1
938	3087	76	1
939	3091	87	1
940	3092	44	1
941	3093	50	1
942	3099	31	1
943	3108	21	1
944	3110	14	1
945	3111	12	1
946	3113	18	1
947	3119	10	1
948	3141	37	1
949	3142	5	1
950	3146	94	1
951	3148	85	1
952	3156	27	1
953	3162	62	1
954	3163	9	1
955	3164	60	1
956	3169	66	0
957	3170	67	1
958	3171	36	1
959	3172	64	1
960	3175	32	1
961	3178	61	1
962	3182	60	1
963	3185	29	1
964	3187	29	1
965	3190	60	1
966	3192	52	1
967	3202	49	1
968	3204	47	0
969	3205	19	1
970	3207	43	1
971	3209	10	0
972	3211	5	1
973	3212	9	1
974	3213	4	1
975	3214	37	1
976	3215	0	1
977	3216	7	1
978	3217	8	1
979	3218	8	1
980	3219	20	1
981	3221	8	1
982	3223	8	0
983	3224	11	0
984	3225	0	1
985	3226	7	1
986	3227	44	1
987	3229	0	0
988	3232	40	0
989	3233	0	0
990	3234	36	0
991	3235	29	1
992	3236	0	1
993	3237	11	1
994	3238	0	1
995	3240	30	1
996	3248	37	1
997	3251	42	1
998	3257	9	1
999	3265	70	1
1000	3267	7	1
1001	3273	44	1
1002	3275	82	1
1003	3276	73	1
1004	3280	81	1
1005	3294	5	1
1006	3295	29	1
1007	3297	62	1
1008	3299	7	1
1009	3300	20	1
1010	3301	40	1
1011	3303	85	1
1012	3304	80	1
1013	3306	36	1
1014	3308	25	1
1015	3309	44	1
1016	3312	68	1
1017	3313	38	1
1018	3315	67	1
1019	3320	66	1
1020	3326	60	1
1021	3329	72	1
1022	3337	27	1
1023	3339	8	1
1024	3340	0	1
1025	3351	25	1
1026	3354	12	1
1027	3355	12	0
1028	3356	49	1
1029	3357	72	1
1030	3358	59	1
1031	3359	8	1
1032	3360	6	1
1033	3364	15	1
1034	3371	14	1
1035	3383	42	1
1036	3394	7	1
1037	3396	25	1
1038	3397	37	1
1039	3398	66	1
1040	3399	36	1
1041	3400	32	1
1042	3417	26	1
1043	3428	80	1
1044	3431	13	1
1045	3434	27	1
1046	3439	0	1
1047	3440	49	1
1048	3458	58	1
1049	3476	36	1
1050	3479	83	1
1051	3480	72	1
1052	3481	42	1
1053	3485	21	1
1054	3486	48	1
1055	3487	0	1
1056	3488	34	1
1057	3491	47	1
1058	3508	23	1
1059	3516	76	1
1060	3551	79	1
1061	3552	42	1
1062	3553	77	1
1063	3554	10	1
1064	3556	2	1
1065	3557	25	1
1066	3558	27	1
1067	3559	5	1
1068	3560	14	1
1069	3561	7	0
1070	3562	37	1
1071	3565	52	1
1072	3566	3	1
1073	3569	74	1
1074	3570	34	1
1075	3572	40	1
1076	3575	0	1
1077	3576	42	1
1078	3579	33	1
1079	3586	53	1
1080	3589	46	1
1081	3592	36	1
1082	3593	37	1
1083	3595	5	1
1084	3600	25	1
1085	3603	11	1
1086	3605	36	1
1087	3606	52	1
1088	3611	67	1
1089	3612	28	1
1090	3621	11	1
1091	3622	73	1
1092	3623	18	1
1093	3624	73	1
1094	3625	37	1
1095	3627	35	1
1096	3630	78	0
1097	3633	17	1
1098	3635	0	1
1099	3638	53	1
1100	3642	56	1
1101	3643	88	1
1102	3646	37	1
1103	3651	45	1
1104	3654	78	1
1105	3655	50	1
1106	3656	44	1
1107	3659	63	1
1108	3661	16	1
1109	3662	54	1
1110	3664	54	0
1111	3665	55	1
1112	3667	51	1
1113	3669	39	1
1114	3670	66	1
1115	3672	39	1
1116	3675	49	1
1117	3676	29	1
1118	3678	27	1
1119	3681	2	1
1120	3683	24	1
1121	3684	15	1
1122	3685	68	1
1123	3687	12	1
1124	3688	53	1
1125	3689	48	1
1126	3690	59	1
1127	3691	27	1
1128	3692	63	1
1129	3696	29	1
1130	3702	14	1
1131	3703	29	1
1132	3707	14	1
1133	3708	37	1
1134	3709	14	1
1135	3710	38	1
1136	3713	34	0
1137	3714	22	1
1138	3716	24	1
1139	3717	77	1
1140	3718	44	1
1141	3720	53	1
1142	3725	70	1
1143	3726	7	1
1144	3727	13	1
1145	3728	73	1
1146	3741	29	1
1147	3749	0	1
1148	3753	51	1
1149	3760	0	1
1150	3762	0	1
1151	3767	35	0
1152	3772	0	1
1153	3775	17	1
1154	3778	36	1
1155	3784	40	1
1156	3791	66	1
1157	3796	23	1
1158	3800	4	1
1159	3801	21	1
1160	3815	79	1
1161	3816	13	0
1162	3818	21	1
1163	3820	0	1
1164	3827	30	1
1165	3831	18	1
1166	3832	27	1
1167	3837	42	1
1168	3838	23	1
1169	3840	8	1
1170	3843	39	1
1171	3845	28	1
1172	3848	17	1
1173	3849	24	1
1174	3850	19	1
1175	3854	8	0
1176	3857	24	1
1177	3858	21	1
1178	3861	27	1
1179	3868	30	1
1180	3875	40	1
1181	3880	25	1
1182	3890	12	1
1183	3897	11	1
1184	3908	8	1
1185	3911	30	1
1186	3912	28	1
1187	3913	8	1
1188	3915	18	1
1189	3925	22	1
1190	3929	40	1
1191	3931	34	1
1192	3932	69	1
1193	3936	39	1
1194	3937	28	1
1195	3949	36	1
1196	3954	19	1
1197	3956	27	1
1198	3958	47	1
1199	3965	84	1
1200	3973	35	0
1201	3975	63	1
1202	3981	57	1
1203	3983	15	1
1204	3984	45	1
1205	3987	44	1
1206	3988	10	1
1207	3990	20	1
1208	3992	16	1
1209	3996	31	1
1210	4000	34	1
1211	4005	54	1
1212	4009	41	1
1213	4010	49	1
1214	4014	26	0
1215	4015	0	1
1216	4018	5	1
1217	4023	33	1
1218	4035	46	1
1219	4036	17	1
1220	4038	37	1
1221	4040	71	1
1222	4041	65	1
1223	4047	19	1
1224	4048	34	1
1225	4054	16	1
1226	4055	24	1
1227	4058	33	1
1228	4059	12	1
1229	4061	0	1
1230	4066	41	1
1231	4067	79	1
1232	4068	8	1
1233	4076	44	1
1234	4077	40	1
1235	4081	0	1
1236	4085	38	1
1237	4086	59	1
1238	4087	86	1
1239	4088	87	1
1240	4089	80	1
1241	4090	50	1
1242	4091	57	1
1243	4092	88	1
1244	4093	33	1
1245	4094	0	1
1246	4116	42	1
1247	4118	11	1
1248	4124	9	1
1249	4131	8	1
1250	4133	19	1
1251	4137	36	1
1252	4142	11	1
1253	4153	22	1
1254	4154	50	1
1255	4155	4	1
1256	4157	59	1
1257	4158	19	1
1258	4159	22	1
1259	4160	22	1
1260	4161	19	1
1261	4163	29	1
1262	4168	8	1
1263	4170	28	1
1264	4171	28	1
1265	4173	10	1
1266	4175	14	1
1267	4176	21	1
1268	4189	31	1
1269	4192	8	1
1270	4193	81	1
1271	4194	45	1
1272	4199	25	1
1273	4204	43	1
1274	4205	88	1
1275	4208	95	1
1276	4209	51	1
1277	4211	8	1
1278	4214	7	1
1279	4215	27	1
1280	4216	44	1
1281	4217	58	1
1282	4218	42	1
1283	4221	80	1
1284	4222	20	0
1285	4223	53	1
1286	4233	49	1
1287	4240	9	1
1288	4247	9	1
1289	4254	33	1
1290	4257	27	1
1291	4258	23	1
1292	4261	50	0
1293	4277	20	0
1294	4281	30	1
1295	4282	57	1
1296	4283	25	1
1297	4286	49	1
1298	4291	35	1
1299	4292	25	1
1300	4293	39	1
1301	4294	60	1
1302	4296	49	1
1303	4297	82	1
1304	4300	30	1
1305	4303	61	1
1306	4313	20	1
1307	4314	22	1
1308	4316	8	1
1309	4318	50	1
1310	4319	0	1
1311	4321	9	1
1312	4323	39	0
1313	4331	51	1
1314	4332	23	1
1315	4337	14	0
1316	4338	27	0
1317	4343	50	1
1318	4353	27	1
1319	4354	9	1
1320	4358	30	1
1321	4361	66	1
1322	4363	14	1
1323	4435	70	0
1324	4436	53	1
1325	4437	45	1
1326	4478	55	1
1327	4481	17	1
1328	4485	29	1
1329	4486	25	1
1330	4487	36	1
1331	4488	35	0
1332	4504	94	1
1333	4520	43	1
1334	4534	52	1
1335	4542	0	1
1336	4544	8	1
1337	4583	5	1
1338	4593	52	0
1339	4597	22	1
1340	4598	28	1
1341	4602	53	1
1342	4607	21	1
1343	4609	97	1
1344	4613	39	1
1345	4615	58	1
1346	4616	31	1
1347	4617	18	0
1348	4618	47	0
1349	4624	33	1
1350	4625	27	1
1351	4627	71	1
1352	4628	35	1
1353	4629	22	1
1354	4633	28	1
1355	4634	17	1
1356	4635	14	1
1357	4638	39	1
1358	4643	29	1
1359	4644	36	1
1360	4646	70	1
1361	4647	20	1
1362	4650	26	1
1363	4651	30	1
1364	4654	74	0
1365	4656	62	0
1366	4659	69	1
1367	4664	0	1
1368	4665	24	1
1369	4670	34	1
1370	4678	35	1
1371	4681	42	1
1372	4683	63	1
1373	4684	14	0
1374	4686	64	1
1375	4688	11	1
1376	4690	83	1
1377	4691	64	1
1378	4693	35	1
1379	4700	13	1
1380	4710	24	1
1381	4719	30	1
1382	4720	18	1
1383	4722	34	1
1384	4724	42	1
1385	4725	18	1
1386	4728	20	1
1387	4729	23	1
1388	4734	92	1
1389	4741	13	0
1390	4744	20	0
1391	4747	24	1
1392	4750	38	1
1393	4751	62	1
1394	4756	20	1
1395	4760	69	1
1396	4761	75	0
1397	4762	39	0
1398	4763	74	1
1399	4771	53	1
1400	4772	57	1
1401	4773	58	1
1402	4775	56	1
1403	4778	14	1
1404	4780	76	1
1405	4781	63	1
1406	4790	66	1
1407	4791	51	1
1408	4792	65	1
1409	4796	27	1
1410	4803	26	1
1411	4804	19	1
1412	4810	0	1
1413	4811	11	1
1414	4824	78	1
1415	4830	33	1
1416	4831	68	1
1417	4836	27	1
1418	4842	83	1
1419	4843	57	1
1420	4846	60	1
1421	4850	22	1
1422	4851	76	1
1423	4852	23	1
1424	4853	36	1
1425	4854	17	1
1426	4855	13	1
1427	4857	20	1
1428	4860	43	1
1429	4863	48	1
1430	4864	49	1
1431	4867	17	1
1432	4868	20	1
1433	4869	93	1
1434	4878	25	1
1435	4879	22	1
1436	4880	27	1
1437	4882	26	1
1438	4886	4	1
1439	4887	4	1
1440	4889	4	1
1441	4891	33	1
1442	4897	13	1
1443	4899	50	1
1444	4904	62	1
1445	4905	42	1
1446	4909	12	1
1447	4913	35	1
1448	4914	85	1
1449	4915	56	1
1450	4916	39	1
1451	4920	9	1
1452	4921	72	1
1453	4923	12	1
1454	4926	21	1
1455	4929	72	1
1456	4952	33	1
1457	4953	26	1
1458	4968	57	1
1459	4974	0	1
1460	4976	38	1
1461	4982	2	1
1462	4983	2	1
1463	4985	39	1
1464	4988	42	1
1465	4991	12	0
1466	5000	33	1
1467	5002	17	1
1468	5008	47	1
1469	5015	56	1
1470	5017	0	0
1471	5018	33	1
1472	5025	47	1
1473	5027	54	1
1474	5033	9	1
1475	5045	57	1
1476	5046	27	1
1477	5048	45	1
1478	5052	32	1
1479	5054	47	1
1480	5058	67	1
1481	5062	52	1
1482	5064	38	1
1483	5071	93	1
1484	5073	18	1
1485	5074	23	1
1486	5075	0	0
1487	5076	86	1
1488	5077	43	1
1489	5079	0	1
1490	5080	74	1
1491	5081	0	1
1492	5087	14	1
1493	5089	8	1
1494	5090	0	1
1495	5094	42	1
1496	5100	0	1
1497	5108	43	1
1498	5110	14	1
1499	5111	79	1
1500	5116	28	1
1501	5119	54	1
1502	5125	36	1
1503	5130	22	1
1504	5139	20	1
1505	5140	40	1
1506	5147	8	1
1507	5148	0	1
1508	5154	59	1
1509	5155	80	1
1510	5156	82	1
1511	5158	16	1
1512	5159	80	1
1513	5167	63	1
1514	5168	35	1
1515	5170	56	1
1516	5174	26	1
1517	5175	21	1
1518	5176	17	1
1519	5189	36	1
1520	5190	30	1
1521	5191	31	1
1522	5192	21	1
1523	5193	27	1
1524	5194	30	1
1525	5195	59	1
1526	5196	49	1
1527	5204	28	1
1528	5211	37	1
