relative_path,size_bytes,sha256
analysis/B104C_graphsage_class_map_python2_dict_validation_20260828T194921Z.csv,656,311fcd2bab799ca4a1f4a3d1c22b99acde516610b915db860092eab22e0256ab
analysis/B104C_inferred_unique_121_GO_column_order_20260828T194921Z.csv,16916,155d61ed60b4ad20a7d2dc4ad703d9f62a1d68b0fa360ea995643e0ef17ce89c
analysis/B104C_msigdb_cross_version_C5_target_presence_20260828T194921Z.csv,253,d75f9ba0d09aa124b4948f911d79b04a7e56df34ab2f40eb9eb1ad90d66a1a9c
analysis/B104C_msigdb_cross_version_target_GO_order_metadata_20260828T194921Z.csv,14867,7ff74b25f6596d42dd84c6aabcb90aa3774d93644eaf1adf9d0c7764b22623e4
analysis/B104C_msigdb_direct_best_per_label_20260828T194921Z.csv,68880,0e5946325fbcf3ed47e1c4cf6715aec1b4c8b76108414a6b2fc93d1c678c57c6
analysis/B104C_msigdb_direct_membership_summary_20260828T194921Z.csv,672,fb1eb4591a24919ea2f518e43a558d4bdd11fe82f9ef89025b5b3392a40893c3
analysis/B104C_msigdb_v5.0_normalization_reconciliation_20260828T194921Z.json,410,10f72ba0df275fb0a84bc3e473fc70b40b211f9cff93c48329622eace8f2fbfb
analysis/B104C_per_column_python2_hash_order_diagnostics_20260828T194921Z.csv,12493,76fa14633807aa4ccdb661a8d32c98f177ca0bb66e041cd6261791b75abda861
analysis/B104C_python2_hash_table_size_fingerprint_20260828T194921Z.csv,1218,c60074c7d0d5980fe9e885737df9bf1a18d1ab0c6f4deb5a6c16f916717846bd
derived/B104C_msigdb_v5.0_gene_set_metadata_20260828T194921Z.csv,1742235,9a795ec6a8753a1fe02cd5de9f760dc52059e4c64a092441b7c982f53f20f4ae
derived/B104C_python2_full_dictionary_target_sequence_20260828T194921Z.csv,6703,324bf9aaba3029114be9aa7c8ed6b6aaa27acd263778909272d2e933e3f97059
logs/analyze_B104C.stderr,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
logs/analyze_B104C.stdout,6165,a52e47273f541f1dcd20f71837b379094cf20d3b267a863460c14d0443dc96ac
logs/build_B104C_provenance.stderr,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
logs/build_B104C_provenance.stdout,680,5f8fc9e93ad59ac79faf4df4a4de54a1231d7ba7d48bef35c5474ccfdfa9396f
logs/explore_order_variants.stderr,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
logs/explore_order_variants.stdout,938,5be67fcc80ef757b4ad79307f4f5c46fd7fa95550a1b70e0a6ed093107b94c33
logs/normalize_msigdb50.stderr,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
logs/normalize_msigdb50.stdout,173,c58239669055770dafd02e4fa50dda6192b75303ade8b6640dafff2afce35412
logs/prebundle_validation.stderr,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
logs/prebundle_validation.stdout,1428,60ba893fe7ed1339cb1202a0b06ed72c9d3d5486853fe38ffe63623364cba858
logs/uniprot_audit_dry_run.stderr,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
logs/uniprot_audit_dry_run.stdout,897,0106526a5cc72227c6809136135090b64b1096f46a0c0cef4b7d4a6f1bf70808
logs/uniprot_audit_self_test.stderr,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
logs/uniprot_audit_self_test.stdout,574,136363a3cceebbcaca93d0c0e45c22fc6114865a5ca7f644ce99a383a09d2702
provenance/actual_input_file_manifest_through_B104C_20260828T200948Z.csv,58809,ea776faccdc3cfa9cf9611053838465b7965f3340aab98278b0f83794986325e
provenance/actual_input_file_manifest_through_B104C_20260828T200948Z.md,62130,423a903a8e032358e784e97d67aa2d7a8bf012075d2ccb4247c65999839c028c
provenance/provenance_events_through_B104C_PREBUNDLE_20260828T200948Z.csv,24767,ecbcb1883dfda42c2dd44ba6aa218f9bbe0a3d33b401187675589339f708d053
provenance/source_ledger_through_B104C_PREBUNDLE_20260828T200948Z.csv,377994,5d67e77ff8f300841269f53479dcfd60c64701de913697d9705867641fccdc80
provenance/source_ledger_through_B104C_PREBUNDLE_20260828T200948Z.md,410805,4eb84cca8b37f249bb0d0243ae0fe636b589c337d0baeb6ae5ff25588133c702
provenance/user_local_storage_status_update_B104C_20260828T200948Z.csv,516,7d96871d8d0f04df37f7b0c71c8cd3cb5359eb63eb36aeb7674c2a7a3643f634
retained_inputs/B104C_msigdb_v5.0_normalized_entrez_gene_sets_20260828T194921Z.tsv.gz,2982724,6775fb96be44080c768bd5789a0dbb0c802a1a0faa45927aa2a07d70af9f7c1f
scripts/__pycache__/validate_B104C_delivery.cpython-313.pyc,11747,c3fc639fa4ee591f1e47deef904e11c44a09d24c27b8ebced15c49389098db56
scripts/analyze_B104C_msigdb50_column_order.py,31657,f9e22cba81824c827c07fa1988952ff944f195f5db022299e8a5654a63815c93
scripts/build_B104C_provenance.py,20987,3b95fc839c191412eb21708f1842f029efcf03964a04a53b25d347d5ab8147fc
scripts/download_extract_uniprot_2016_mapping_audit.py,21016,f4c26105da8660492f36156f693680c1a242fcba96a9b6e4f41e9618a27d6022
scripts/explore_B104C_column_order_variants.py,11146,03a38936374fbc7403a08bc210f39f71a23fccbf87427ad80dbf45899d3ed37a
scripts/normalize_msigdb50.py,2998,6485dd240433a54cc2503a2eb7db6b04e3a19202c16147f69d2d27d4580e873b
scripts/validate_B104C_delivery.py,5379,d121ea1c843652fb84f9f391a52a1e9347e4df7bd53c1f68a2e79366b4cd279b
supporting/B104A_exact_GO_terms_for_each_label_column_20260828T145842Z.csv,14473,635d0c2cd9e018834b1a543362969184c520e622010b8c7bdf655bad784cd822
supporting/B104A_final_exact_121_column_mapping_20260828T145842Z.csv,10283,7bb6f0dee7c46ecefb9607dbc4e2417d81d7efe600e4394b178d39d98c7a9e7a
supporting/B104B_RESULT_SUMMARY_20260828T161826Z.json,5428,594794ced30754c20afcf8d113ec3d70e4dd55409fd1c6e807a4eb3e2ceabb7d
supporting/B104B_global_human_GOA_term_counts.csv.gz,233339,9d48b4b157d8220b1b210978d49004818e22e525f20b82fb71c2287c2788defd
