batch_id,declaration_status,artifact_name,ls_display_name,user_local_size_bytes,user_local_ls_mtime_text,mtime_timezone_status,mode,owner,group,sha256,sha256_status,pattern_filtered_B000_member,direct_or_canonical_source_url,source_page_url,source_resolution_status,matched_canonical_ledger_name,runtime_materialization_status,notes
B000A,user_declared_complete_current_local_directory_listing,blood_sample.tsv.gz,blood_sample.tsv.gz,6597,2026 Aug 17 16:14,unspecified_local_timezone,-rw-r--r--,agitter,1049089,,not_computed_for_complete_listing,False,,,pending,,not_implied_by_user_local_declaration,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.
B000A,user_declared_complete_current_local_directory_listing,chat_gpt_historical_go_mapping_inventory.md,chat_gpt_historical_go_mapping_inventory.md,55969,2026 Aug 23 11:02,unspecified_local_timezone,-rw-r--r--,agitter,1049089,,not_computed_for_complete_listing,False,,,pending,,not_implied_by_user_local_declaration,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.
B000A,user_declared_complete_current_local_directory_listing,dgl_ppi.zip,dgl_ppi.zip,7088822,2026 Aug 14 21:50,unspecified_local_timezone,-rw-r--r--,agitter,1049089,,not_computed_for_complete_listing,False,https://data.dgl.ai/dataset/ppi.zip,https://github.com/dmlc/dgl/blob/master/python/dgl/data/ppi.py,resolved_exact_existing_ledger,dgl_ppi.zip,not_implied_by_user_local_declaration,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.
B000A,user_declared_complete_current_local_directory_listing,dhimmel-gene-ontology-962a5e1-GO_annotations-9606-direct-allev.tsv,dhimmel-gene-ontology-962a5e1-GO_annotations-9606-direct-allev.tsv,147142,2026 Aug 21 15:37,unspecified_local_timezone,-rw-r--r--,agitter,1049089,,not_computed_for_complete_listing,False,,,pending,,not_implied_by_user_local_declaration,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.
B000A,user_declared_complete_current_local_directory_listing,dhimmel-gene-ontology-962a5e1-GO_annotations-9606-direct-expev.tsv,dhimmel-gene-ontology-962a5e1-GO_annotations-9606-direct-expev.tsv,150794,2026 Aug 21 15:37,unspecified_local_timezone,-rw-r--r--,agitter,1049089,,not_computed_for_complete_listing,False,,,pending,,not_implied_by_user_local_declaration,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.
B000A,user_declared_complete_current_local_directory_listing,dhimmel-gene-ontology-962a5e1-GO_annotations-9606-inferred-allev.tsv,dhimmel-gene-ontology-962a5e1-GO_annotations-9606-inferred-allev.tsv,147185,2026 Aug 21 15:37,unspecified_local_timezone,-rw-r--r--,agitter,1049089,,not_computed_for_complete_listing,False,,,pending,,not_implied_by_user_local_declaration,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.
B000A,user_declared_complete_current_local_directory_listing,dhimmel-gene-ontology-962a5e1-GO_annotations-9606-inferred-expev.tsv,dhimmel-gene-ontology-962a5e1-GO_annotations-9606-inferred-expev.tsv,147186,2026 Aug 21 15:37,unspecified_local_timezone,-rw-r--r--,agitter,1049089,,not_computed_for_complete_listing,False,,,pending,,not_implied_by_user_local_declaration,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.
B000A,user_declared_complete_current_local_directory_listing,file_inventory_2026_08_18.pdf,file_inventory_2026_08_18.pdf,194113,2026 Aug 18 13:16,unspecified_local_timezone,-rw-r--r--,agitter,1049089,,not_computed_for_complete_listing,False,,,pending,,not_implied_by_user_local_declaration,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.
B000A,user_declared_complete_current_local_directory_listing,filter_gene2go.sh,filter_gene2go.sh*,578,2026 Aug 15 21:48,unspecified_local_timezone,-rwxr-xr-x,agitter,1049089,,not_computed_for_complete_listing,False,,,pending,,not_implied_by_user_local_declaration,"Trailing * in pasted ls output was an executable marker, not part of the filename. Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided."
B000A,user_declared_complete_current_local_directory_listing,find_gene2go_2016.py,find_gene2go_2016.py*,7907,2026 Aug 22 19:22,unspecified_local_timezone,-rwxr-xr-x,agitter,1049089,,not_computed_for_complete_listing,False,,,pending,,not_implied_by_user_local_declaration,"Trailing * in pasted ls output was an executable marker, not part of the filename. Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided."
B000A,user_declared_complete_current_local_directory_listing,gene2go_github_survey.tsv,gene2go_github_survey.tsv,3160,2026 Aug 22 19:27,unspecified_local_timezone,-rw-r--r--,agitter,1049089,,not_computed_for_complete_listing,False,,,pending,,not_implied_by_user_local_declaration,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.
B000A,user_declared_complete_current_local_directory_listing,gene_association.goa_human.155.gz,gene_association.goa_human.155.gz,6546187,2026 Aug 15 15:06,unspecified_local_timezone,-rw-r--r--,agitter,1049089,46bf5f758f3c2d7c2f296ec0723a73eb7c26ee7cd050b5d2edd10c8eab27b0fa,verified_from_pattern_filtered_B000,True,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/gene_association.goa_human.155.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,resolved_exact_existing_ledger,gene_association.goa_human.155.gz,not_implied_by_user_local_declaration,
B000A,user_declared_complete_current_local_directory_listing,gene_association.goa_human.156.gz,gene_association.goa_human.156.gz,6466998,2026 Aug 15 21:24,unspecified_local_timezone,-rw-r--r--,agitter,1049089,768afdd97807bdfa0fa1f653998005b7b23262307850df36c52e335e5ef55caa,verified_from_pattern_filtered_B000,True,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/gene_association.goa_human.156.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,resolved_exact_existing_ledger,gene_association.goa_human.156.gz,not_implied_by_user_local_declaration,
B000A,user_declared_complete_current_local_directory_listing,gene_association.goa_human.157.gz,gene_association.goa_human.157.gz,6434409,2026 Aug 15 21:24,unspecified_local_timezone,-rw-r--r--,agitter,1049089,71ec07f1c7fe7acf15855ef37bb47fc41cac3b8703fe556afb08854724b9bc9e,verified_from_pattern_filtered_B000,True,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/gene_association.goa_human.157.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,resolved_exact_existing_ledger,gene_association.goa_human.157.gz,not_implied_by_user_local_declaration,
B000A,user_declared_complete_current_local_directory_listing,gene_association.goa_ref_human.157.gz,gene_association.goa_ref_human.157.gz,4859536,2026 Aug 27 09:32,unspecified_local_timezone,-rw-r--r--,agitter,1049089,,not_computed_for_complete_listing,False,,,pending,,not_implied_by_user_local_declaration,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.
B000A,user_declared_complete_current_local_directory_listing,goa_human.gaf.158.gz,goa_human.gaf.158.gz,4854158,2026 Aug 15 21:25,unspecified_local_timezone,-rw-r--r--,agitter,1049089,7d5f7aabd0bea1e1f2a9d18af70f5d4038a85a78736d07ba69fc331b34241acf,verified_from_pattern_filtered_B000,True,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gaf.158.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,resolved_exact_existing_ledger,goa_human.gaf.158.gz,not_implied_by_user_local_declaration,
B000A,user_declared_complete_current_local_directory_listing,goa_human.gaf.159.gz,goa_human.gaf.159.gz,4890788,2026 Aug 15 11:24,unspecified_local_timezone,-rw-r--r--,agitter,1049089,b098509f9ce70fbe7e93e7fabb3c8a767b8201fe25662ff6a57959d6cee43838,verified_from_pattern_filtered_B000,True,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gaf.159.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,resolved_exact_existing_ledger,goa_human.gaf.159.gz,not_implied_by_user_local_declaration,
B000A,user_declared_complete_current_local_directory_listing,goa_human.gaf.160.gz,goa_human.gaf.160.gz,4574158,2026 Aug 15 11:24,unspecified_local_timezone,-rw-r--r--,agitter,1049089,3d55da7ecf20d4e6c1dfd332a859be521579ba220bcf68fe93633592241ce300,verified_from_pattern_filtered_B000,True,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gaf.160.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,resolved_exact_existing_ledger,goa_human.gaf.160.gz,not_implied_by_user_local_declaration,
B000A,user_declared_complete_current_local_directory_listing,goa_human.gpa.158.gz,goa_human.gpa.158.gz,3636575,2026 Aug 27 09:31,unspecified_local_timezone,-rw-r--r--,agitter,1049089,4d1b31df7490ad55c215d2e8525a098d820bf12a7d2d26cd13bc58a633d5f26a,verified_from_pattern_filtered_B000,True,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpa.158.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,resolved_exact_existing_ledger,goa_human.gpa.158.gz,not_implied_by_user_local_declaration,
B000A,user_declared_complete_current_local_directory_listing,goa_human.gpa.159.gz,goa_human.gpa.159.gz,3665510,2026 Aug 27 09:30,unspecified_local_timezone,-rw-r--r--,agitter,1049089,dbe9073e726e804f51b0fe80ecd2897798f22a558e75aeb1c8bfc229357b574a,verified_from_pattern_filtered_B000,True,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpa.159.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,resolved_exact_existing_ledger,goa_human.gpa.159.gz,not_implied_by_user_local_declaration,
B000A,user_declared_complete_current_local_directory_listing,goa_human.gpa.160.gz,goa_human.gpa.160.gz,3370602,2026 Aug 27 09:31,unspecified_local_timezone,-rw-r--r--,agitter,1049089,937d14b7edee3efcdc01306c373982d5dc7f00fc891928ac25c7a99d40dab14c,verified_from_pattern_filtered_B000,True,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpa.160.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,resolved_exact_existing_ledger,goa_human.gpa.160.gz,not_implied_by_user_local_declaration,
B000A,user_declared_complete_current_local_directory_listing,goa_human.gpi.158.gz,goa_human.gpi.158.gz,602496,2026 Aug 27 09:31,unspecified_local_timezone,-rw-r--r--,agitter,1049089,2c7a7a836d022038431a5efbfa48dbe0dd1777264e008f693b78387568dd354a,verified_from_pattern_filtered_B000,True,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpi.158.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,resolved_exact_existing_ledger,goa_human.gpi.158.gz,not_implied_by_user_local_declaration,
B000A,user_declared_complete_current_local_directory_listing,goa_human.gpi.159.gz,goa_human.gpi.159.gz,602689,2026 Aug 15 14:04,unspecified_local_timezone,-rw-r--r--,agitter,1049089,f783a8c71c464b3b98673eb4dc0ae836ad61bd6c72415ae62828d20d0e735612,verified_from_pattern_filtered_B000,True,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpi.159.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,resolved_exact_existing_ledger,goa_human.gpi.159.gz,not_implied_by_user_local_declaration,
B000A,user_declared_complete_current_local_directory_listing,goa_human.gpi.160.gz,goa_human.gpi.160.gz,693073,2026 Aug 15 14:04,unspecified_local_timezone,-rw-r--r--,agitter,1049089,2638f62e9ef2e6de8017ad5de026d403ce74782a800bab2b3539645c218ddce9,verified_from_pattern_filtered_B000,True,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpi.160.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,resolved_exact_existing_ledger,goa_human.gpi.160.gz,not_implied_by_user_local_declaration,
B000A,user_declared_complete_current_local_directory_listing,gp_association.goa_human.157.gz,gp_association.goa_human.157.gz,4183687,2026 Aug 27 09:32,unspecified_local_timezone,-rw-r--r--,agitter,1049089,5c42f004978dbfe65a9de1f94da70e4d5e2efce04090b325b97bd8b8d829d78f,verified_from_pattern_filtered_B000,True,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/gp_association.goa_human.157.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,resolved_exact_existing_ledger,gp_association.goa_human.157.gz,not_implied_by_user_local_declaration,
B000A,user_declared_complete_current_local_directory_listing,graphsage_ppi.zip,graphsage_ppi.zip,27029260,2026 Aug 14 21:52,unspecified_local_timezone,-rw-r--r--,agitter,1049089,,not_computed_for_complete_listing,False,https://snap.stanford.edu/graphsage/ppi.zip,https://snap.stanford.edu/graphsage/,resolved_exact_existing_ledger,graphsage_ppi.zip,not_implied_by_user_local_declaration,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.
B000A,user_declared_complete_current_local_directory_listing,investigation_summary_2026_08_23.md,investigation_summary_2026_08_23.md,13819,2026 Aug 23 21:59,unspecified_local_timezone,-rw-r--r--,agitter,1049089,,not_computed_for_complete_listing,False,,,resolved_exact_existing_ledger,investigation_summary_2026_08_23.md,not_implied_by_user_local_declaration,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.
B000A,user_declared_complete_current_local_directory_listing,local_upload_inventory_20260827T145903Z.csv,local_upload_inventory_20260827T145903Z.csv,3452,2026 Aug 27 09:59,unspecified_local_timezone,-rw-r--r--,agitter,1049089,,not_computed_for_complete_listing,False,,,pending,,not_implied_by_user_local_declaration,Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided.
B000A,user_declared_complete_current_local_directory_listing,make_local_inventory.py,make_local_inventory.py*,7070,2026 Aug 27 09:54,unspecified_local_timezone,-rwxr-xr-x,agitter,1049089,,not_computed_for_complete_listing,False,,,pending,,not_implied_by_user_local_declaration,"Trailing * in pasted ls output was an executable marker, not part of the filename. Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided."
B000A,user_declared_complete_current_local_directory_listing,make_local_inventory_v2.py,make_local_inventory_v2.py*,9202,2026 Aug 27 09:58,unspecified_local_timezone,-rwxr-xr-x,agitter,1049089,,not_computed_for_complete_listing,False,,,pending,,not_implied_by_user_local_declaration,"Trailing * in pasted ls output was an executable marker, not part of the filename. Not included in the pattern-filtered B000 CSV; SHA-256 remains unverified until a full unfiltered inventory or upload is provided."
