universe,null,metric,N,mean,sd,se_mean,q_0,q_0.0001,q_0.001,q_0.01,q_0.05,q_0.1,q_0.25,q_0.5,q_0.75,q_0.9,q_0.95,q_0.99,q_0.999,q_0.9999,q_1
all144,uniform,role_max_f1,1000000,0.9958108039985896,0.004426310976573819,4.426310976573819e-06,0.9366456270217896,0.9504165048420429,0.9629178029894829,0.9794038516283036,0.9875546634197235,0.9905328094959259,0.9943018555641174,0.9970059394836426,0.9987589716911316,1.0,1.0,1.0,1.0,1.0,1.0
all144,uniform,role_mean_row_overlap,1000000,0.9832000091546178,0.012809753079023238,1.2809753079023238e-05,0.8499822616577148,0.8805205773115158,0.9050825779438019,0.9384769195318222,0.9591315686702728,0.9670994222164154,0.977501317858696,0.9861936867237091,0.9923057705163956,0.9958381652832031,0.9973539739847184,0.9992860555648804,1.0,1.0,1.0
all144,uniform,role_min_row_overlap,1000000,0.9769408585762978,0.0167849564911712,1.67849564911712e-05,0.8279489278793335,0.8597614134192467,0.8839976787567139,0.9205622655153275,0.9453073143959045,0.9552640318870544,0.9684990048408508,0.9809491634368896,0.9893075525760651,0.9938510060310364,0.9959191083908081,0.9986949563026428,1.0,1.0,1.0
all144,uniform,role_max_row_overlap,1000000,0.9894591597489119,0.01083563285120883,1.083563285120883e-05,0.8520805835723877,0.8904484551429749,0.9163313438892364,0.9493487405776978,0.9684520632028579,0.9761823356151581,0.9857798218727112,0.9923518300056458,0.9967520236968994,1.0,1.0,1.0,1.0,1.0,1.0
all144,uniform,train_nodes,1000000,44327.645544,2295.119154640316,2.2951191546403162,34365.0,36385.9995,37613.0,39152.0,40594.0,41396.0,42753.0,44298.0,45872.0,47297.0,48148.0,49757.0,51543.0,52967.00010000006,55586.0
all144,uniform,train_edges,1000000,616837.368782,45063.03280241414,45.06303280241414,430989.0,462340.9985,485565.978,515480.99,543653.0,559275.0,585872.0,616212.0,647134.0,675203.1,691893.0,723749.0,758938.0360000017,786297.0351000221,837007.0
all144,uniform,held_nodes,1000000,11574.489804,648.6143871705783,0.6486143871705783,9817.0,9879.9985,9996.0,10211.0,10539.0,10739.0,11112.0,11556.0,12014.0,12434.0,12681.0,13123.0,13553.0,13826.0,14042.0
all144,uniform,held_edges,1000000,178025.694965,12134.739483534906,12.134739483534906,143094.0,144994.0,147493.0,151798.0,158423.0,162261.0,169404.0,177807.0,186342.0,194024.0,198455.0,206345.0,213638.0,217751.0,220449.0
all144,uniform,train_branches,1000000,10.163281,1.4618366707691568,0.0014618366707691568,4.0,5.0,6.0,7.0,8.0,8.0,9.0,10.0,11.0,12.0,13.0,14.0,15.0,15.0,17.0
all144,uniform,held_branches,1000000,3.347658,0.6710785091048329,0.0006710785091048329,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
all144,uniform,train_internal,1000000,6.664749,1.9085191666431882,0.0019085191666431882,0.0,1.0,1.0,2.0,4.0,4.0,5.0,7.0,8.0,9.0,10.0,11.0,13.0,14.0,16.0
all144,uniform,held_internal,1000000,2.333008,0.9425404820582298,0.0009425404820582298,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0
all144,uniform,related_pairs,1000000,2.763742,2.329631212148735,0.002329631212148735,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,6.0,7.0,10.0,14.0,17.0,24.0
all144,matched_stratified,mean_wup,1000000,0.24777423603105544,0.01705227309528993,1.7052273095289928e-05,0.18925678730010986,0.19769566054195165,0.20330252386629583,0.21207215756177902,0.2211831957101822,0.22639666497707367,0.23575125634670258,0.24691016972064972,0.2589123249053955,0.27038058638572693,0.2773244082927704,0.29028409719467163,0.30365080904960695,0.31339285472035844,0.32819443941116333
all144,matched_stratified,max_wup,1000000,0.35730377981051803,0.04283213715727059,4.2832137157270593e-05,0.25,0.25,0.25,0.2857142984867096,0.2857142984867096,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.5,0.5,0.5,0.5
all144,matched_stratified,mean_best_wup,1000000,0.3025676300828308,0.03277548740571988,3.277548740571988e-05,0.22601009905338287,0.22601009905338287,0.22601009905338287,0.24188311398029327,0.25535714626312256,0.2638888955116272,0.2797619104385376,0.300595223903656,0.3214285671710968,0.34583333134651184,0.36250001192092896,0.3916666805744171,0.42500001192092896,0.42500001192092896,0.42500001192092896
all144,matched_stratified,mean_dist,1000000,6.47112460008955,0.5795317527249493,0.0005795317527249493,4.300000190734863,4.599999904632568,4.849999904632568,5.150000095367432,5.550000190734863,5.699999809265137,6.050000190734863,6.449999809265137,6.849999904632568,7.25,7.449999809265137,7.800000190734863,8.199999809265137,8.449999809265137,8.949999809265137
all144,matched_stratified,min_dist,1000000,3.674536,0.6536984106035534,0.0006536984106035534,2.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,6.0
all144,matched_stratified,mean_nearest_dist,1000000,4.87602375,0.7286101377339396,0.0007286101377339396,2.75,2.75,2.75,3.25,3.75,4.0,4.25,5.0,5.25,5.75,6.0,6.5,7.0,7.0,7.0
all144,matched_stratified,row_overlap,1000000,0.9796645597954392,0.009557190948038094,9.557190948038094e-06,0.9040278196334839,0.9218054889261723,0.93535238301754,0.9519507867097855,0.9622481942176819,0.9669023156166077,0.9739705324172974,0.9810629785060883,0.9869297742843628,0.9906267523765564,0.9923434317111969,0.9948984384536743,0.9969946747422218,0.9983463886678221,0.9997243881225586
all144,matched_stratified,unique_overlap,1000000,0.9487130224034787,0.02102761380049236,2.102761380049236e-05,0.8231191039085388,0.85030787473917,0.8692365691661835,0.8935467517375946,0.9113311767578125,0.9202207565307617,0.9348534345626831,0.9508196711540222,0.965059220790863,0.9742324709892273,0.978565514087677,0.9852719902992249,0.9910112644433976,0.9949252631068246,0.9991633892059326
all144,matched_stratified,pos_coverage,1000000,0.9843206544914246,0.0073053356910016,7.3053356910016e-06,0.9228565096855164,0.9416788183510304,0.9514141064882279,0.9632469320297241,0.970907923579216,0.9744803309440613,0.9799895733594894,0.9853967428207397,0.9898338913917542,0.9927466511726379,0.9940775096416473,0.9960255032777786,0.9976148009896278,0.998673081612587,0.9997512698173523
all144,matched_stratified,f1,1000000,0.9920846751658916,0.003722963125745428,3.722963125745428e-06,0.9598807692527771,0.9699635486066341,0.9751022448539733,0.9812794280052185,0.9852392643690109,0.9870752692222595,0.9898936748504639,0.9926446676254272,0.9948909878730774,0.9963601231575012,0.9970299631357193,0.998008788228035,0.9988059997558594,0.9993360639750958,0.9998756051063538
all144,matched_stratified,role_worst_mean_wup,1000000,0.25554803430607914,0.018819916926660147,1.8819916926660146e-05,0.19419191777706146,0.20305417425334454,0.207879900932312,0.21570706367492676,0.22635336220264435,0.23223223686218264,0.24222639203071594,0.2539971172809601,0.268731951713562,0.2806369066238403,0.2876226603984833,0.301111102104187,0.316807359457016,0.32845237851142883,0.3474404811859131
all144,matched_stratified,role_absdiff_wup,1000000,0.015547596540257334,0.01181294112673043,1.181294112673043e-05,0.0,0.0,0.0,0.0,0.0,0.0002555549144744873,0.00707070529460907,0.013097032904624939,0.02254149317741394,0.03137035220861434,0.040924400091171265,0.04872295260429382,0.05942279116809369,0.06295634806156158,0.06671604514122009
all144,matched_stratified,role_mean_f1,1000000,0.9921761862133145,0.0036764283831734095,3.6764283831734095e-06,0.9600422382354736,0.9701716896057129,0.9753742778897285,0.9814776170253754,0.9854057967662812,0.9872328042984009,0.9900209307670593,0.9927355647087097,0.9949395656585693,0.996390700340271,0.997055172920227,0.9980224967002869,0.9988118411302567,0.9993379119813445,0.9998701810836792
all144,matched_stratified,role_min_f1,1000000,0.9897292923368216,0.004997727155316503,4.997727155316503e-06,0.949100911617279,0.962167975884676,0.968427828848362,0.9753981763124466,0.9804728001356124,0.9829300045967102,0.9867257922887802,0.9904593229293823,0.9936283975839615,0.9954752385616302,0.996307197213173,0.9974854588508606,0.9984376430511475,0.999082207876444,0.999745786190033
all144,matched_stratified,role_max_f1,1000000,0.9946230801156163,0.0031181091903275692,3.118109190327569e-06,0.9632515907287598,0.9733188737928867,0.9789903759360313,0.984664141535759,0.9885738462209701,0.9904622972011566,0.9931020736694336,0.9952465295791626,0.9968241602182388,0.9979155659675598,0.9984821736812591,0.9993794560432434,1.0,1.0,1.0
all144,matched_stratified,role_mean_row_overlap,1000000,0.9799774900963902,0.00935274902506657,9.352749025066571e-06,0.9040020108222961,0.9226590382397175,0.9362675530314446,0.9527271926403046,0.9629285782575607,0.9675339996814728,0.9744429588317871,0.9813408851623535,0.987044095993042,0.9907100319862365,0.9924122154712677,0.9949470776319503,0.9970250134468079,0.9983456150591383,0.9997116923332214
all144,matched_stratified,role_min_row_overlap,1000000,0.9737359515148402,0.012859019548536712,1.2859019548536712e-05,0.8812811374664307,0.90066331397295,0.9182678289413452,0.9374820590019226,0.9503159672021866,0.9563048481941223,0.9655712246894836,0.9757108092308044,0.983965277671814,0.9883939683437347,0.990447461605072,0.9935244917869568,0.9960433265566827,0.9977037906646729,0.9996112585067749
all144,matched_stratified,role_max_row_overlap,1000000,0.9862190286746622,0.0077833419170298904,7.783341917029891e-06,0.9082168936729431,0.9317512462198734,0.9460209521055222,0.9607441425323486,0.9713659882545471,0.9762546420097351,0.9824874401092529,0.9875735640525818,0.991637647151947,0.9945845007896423,0.9960511326789856,0.9984558820724487,1.0,1.0,1.0
all144,matched_stratified,train_nodes,1000000,44823.404858,633.6455094030348,0.6336455094030348,41980.0,42838.9999,43106.0,43482.0,43836.0,44036.0,44381.0,44789.0,45231.0,45671.0,45939.0,46394.0,46825.0,47132.000200000126,47568.0
all144,matched_stratified,train_edges,1000000,627378.067254,10925.061898368465,10.925061898368465,576015.0,591785.9998,596863.997,603669.99,610124.95,613677.0,619787.0,626937.0,634540.25,641833.0,646251.0,654063.0,661649.001,666821.0002000001,676966.0
all144,matched_stratified,held_nodes,1000000,11606.386126,636.2011420679826,0.6362011420679826,9829.0,9863.0,10013.0,10258.0,10592.0,10793.0,11150.0,11582.0,12041.0,12458.0,12700.0,13099.0,13435.0,13604.0,13655.0
all144,matched_stratified,held_edges,1000000,178949.611318,11881.539023371084,11.881539023371085,144025.0,144994.0,147767.0,153231.0,159744.0,163630.0,170488.0,178681.0,187147.0,194738.0,199227.0,206216.0,211911.0,215433.0,216404.0
all144,matched_stratified,train_branches,1000000,9.653005,1.416464428196655,0.0014164644281966549,3.0,4.0,5.0,6.0,7.0,8.0,9.0,10.0,11.0,11.0,12.0,13.0,14.0,14.0,14.0
all144,matched_stratified,held_branches,1000000,4.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
all144,matched_stratified,train_internal,1000000,6.379389,1.6993592541016376,0.0016993592541016376,0.0,1.0,2.0,3.0,4.0,4.0,5.0,6.0,8.0,9.0,9.0,10.0,12.0,13.0,14.0
all144,matched_stratified,held_internal,1000000,2.122213,0.956518634193238,0.000956518634193238,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0
all144,matched_stratified,related_pairs,1000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,uniform,mean_wup,1000000,0.25034942654475567,0.013968376754912588,1.396837675491259e-05,0.1907917857170105,0.2019199532687664,0.2094064184576273,0.21884095415472984,0.22773330360651017,0.2325497418642044,0.24080941453576088,0.25016218423843384,0.25967803597450256,0.26832171678543093,0.27361972630023956,0.2837355861067772,0.2959774332940588,0.30616754630208226,0.32990097999572754
leaf107,uniform,max_wup,1000000,0.6942816064171493,0.09149290043092276,9.149290043092276e-05,0.25,0.3333333432674408,0.3333333432674408,0.4615384638309479,0.5333333611488342,0.6000000238418579,0.6666666865348816,0.6666666865348816,0.75,0.800000011920929,0.875,0.875,0.875,0.875,0.875
leaf107,uniform,mean_best_wup,1000000,0.5194228137371987,0.07980232351385773,7.980232351385773e-05,0.23295454680919647,0.2569444477558136,0.2916666567325592,0.3333333432674408,0.3863636255264282,0.4166666567325592,0.4645833373069763,0.5205128192901611,0.5746753215789795,0.6234848499298096,0.6505681872367859,0.6979166865348816,0.7395833134651184,0.7729166746139526,0.7880681753158569
leaf107,uniform,mean_dist,1000000,7.157180948182106,0.5752042859288894,0.0005752042859288893,4.925000190734863,5.324999809265137,5.550000190734863,5.900000095367432,6.224999904632568,6.425000190734863,6.75,7.150000095367432,7.550000190734863,7.925000190734863,8.125,8.5,8.824999809265137,9.050000190734863,9.350000381469727
leaf107,uniform,min_dist,1000000,2.710649,0.7954920688521236,0.0007954920688521236,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,5.0,6.0,6.0
leaf107,uniform,mean_nearest_dist,1000000,4.07054225,0.6543336546575219,0.0006543336546575219,2.0,2.0,2.25,2.75,3.0,3.25,3.5,4.0,4.5,5.0,5.25,5.75,6.25,6.5,7.0
leaf107,uniform,row_overlap,1000000,0.9696340649139881,0.019055005546469977,1.9055005546469977e-05,0.8548759818077087,0.8734694115638733,0.8869125236272812,0.9061056256294251,0.9287031859159469,0.942875349521637,0.9619064182043076,0.9748257994651794,0.9831917881965637,0.9880844354629517,0.9902875423431396,0.9934957671165466,0.9960388545393944,0.9973755481362344,0.998905599117279
leaf107,uniform,unique_overlap,1000000,0.927636828236401,0.035753203066712445,3.575320306671245e-05,0.7570766806602478,0.7836898547828197,0.8015831030011177,0.8264569002389908,0.8556539803743363,0.875420868396759,0.9077993631362915,0.9348010420799255,0.9548758268356323,0.9670641422271729,0.9727699756622314,0.9813863635063171,0.9884519577026367,0.9922915101051331,0.9963333606719971
leaf107,uniform,pos_coverage,1000000,0.9755753629339934,0.016151354102749337,1.6151354102749335e-05,0.8714325428009033,0.8907137502193451,0.9025768610239029,0.9198221492767334,0.9399873286485672,0.9533231258392334,0.9698911607265472,0.9801133275032043,0.9866319298744202,0.9906687796115875,0.9925066232681274,0.9951776868104935,0.9972211127877235,0.9981641174137593,0.9991966485977173
leaf107,uniform,f1,1000000,0.9875681042786241,0.008390647522234979,8.390647522234978e-06,0.9312999844551086,0.9421983951151371,0.9487941249608993,0.9582368689775467,0.9690654695034027,0.9761038422584534,0.984715461730957,0.989956796169281,0.993270993232727,0.995312511920929,0.9962391883134842,0.9975830316543579,0.9986085894703866,0.9990811944425106,0.9995981454849243
leaf107,uniform,role_worst_mean_wup,1000000,0.25583760353794693,0.014722238701923584,1.4722238701923584e-05,0.19517718255519867,0.20521199721246958,0.2130710929632187,0.22308426961302757,0.2322480097413063,0.2371872514486313,0.24568182229995728,0.2555164396762848,0.26564088463783264,0.27490800619125366,0.2805330827832222,0.29138030439615253,0.30412116736173633,0.31488457532823216,0.3418693244457245
leaf107,uniform,role_absdiff_wup,1000000,0.010976353945925832,0.00887971105515319,8.879711055153189e-06,0.0,0.0,0.0,0.00010389059782028198,0.0007207989692687988,0.0014899075031280518,0.003923982381820679,0.008770674467086792,0.01616467908024788,0.02365383505821228,0.02783357128500938,0.03723167285323144,0.05149862408638012,0.0656680995598582,0.0989568680524826
leaf107,uniform,role_mean_f1,1000000,0.9877024333045482,0.008310389113032468,8.310389113032468e-06,0.9315409660339355,0.9424201224386692,0.949032302081585,0.9585435378551483,0.9693936049938202,0.9763805747032166,0.9849020093679428,0.9900729656219482,0.9933385848999023,0.9953563868999481,0.996274533867836,0.9976064568758011,0.9986169946789742,0.9990870953559876,0.999600887298584
leaf107,uniform,role_min_f1,1000000,0.9843684588286281,0.010270828960098736,1.0270828960098735e-05,0.9231222867965698,0.9315152158617973,0.9388033141493797,0.9492409199476242,0.9616376608610153,0.970240467786789,0.9806438088417053,0.987189769744873,0.991460993885994,0.9940693378448486,0.9952330619096756,0.9969285130500793,0.9982368352413178,0.998865068012476,0.9993958473205566
leaf107,uniform,role_max_f1,1000000,0.9910364077757001,0.0072621318842408635,7.2621318842408635e-06,0.9364866614341736,0.9467179172873497,0.9536745535135269,0.9637284260988236,0.9758112281560898,0.981562077999115,0.9887110590934753,0.9931878447532654,0.9958530068397522,0.9974870681762695,0.998230642080307,0.9992653739452362,1.0,1.0,1.0
leaf107,uniform,role_mean_row_overlap,1000000,0.9700778076651693,0.018770429493530805,1.8770429493530806e-05,0.8555546998977661,0.8744603291094303,0.8879904693365097,0.9071104431152344,0.9297714054584503,0.9437983930110931,0.9625576287508011,0.9752072095870972,0.9833650588989258,0.9882010340690612,0.9903886318206787,0.9935624611377716,0.996067643404007,0.9974077941417695,0.9989032745361328
leaf107,uniform,role_min_row_overlap,1000000,0.9620651900122166,0.023262335781420115,2.3262335781420113e-05,0.8329594731330872,0.8497083783149719,0.8652736417651177,0.8870943784713745,0.9124646186828613,0.9291161894798279,0.9516180753707886,0.9681422114372253,0.9791346192359924,0.9851447939872742,0.9878676533699036,0.9919013977050781,0.9950324892997742,0.9967326521873474,0.998450517654419
leaf107,uniform,role_max_row_overlap,1000000,0.9780904252619147,0.016425054850659346,1.6425054850659347e-05,0.861687183380127,0.8839607175171376,0.8978743553161621,0.9181411874294281,0.9435662031173706,0.9562372863292694,0.972313642501831,0.9827518463134766,0.989207923412323,0.993135929107666,0.9950028657913208,0.9976171851158142,1.0,1.0,1.0
leaf107,uniform,train_nodes,1000000,40510.412948,1839.36601899168,1.83936601899168,32982.0,34282.9999,35178.999,36381.0,37533.0,38160.0,39246.0,40480.0,41746.0,42898.0,43583.0,44880.0,46279.00100000005,47352.000200000126,49150.0
leaf107,uniform,train_edges,1000000,541670.24703,35952.46557731669,35.95246557731669,393431.0,421618.9931,438184.981,461304.98,483571.0,495735.0,516891.0,541042.0,565788.0,588337.1,601840.0499999999,627292.01,655190.0020000001,676204.0036000023,715320.0
leaf107,uniform,held_nodes,1000000,11277.963992,544.9321411372817,0.5449321411372817,9950.0,9950.0,10013.0,10145.0,10399.0,10575.0,10881.0,11261.0,11654.0,11999.0,12212.0,12537.0,12929.0,12944.0,12944.0
leaf107,uniform,held_edges,1000000,173091.457259,10209.333493220092,10.209333493220093,147629.0,147629.0,147767.0,151105.0,156267.0,159826.0,165714.0,172946.0,180114.0,186637.0,190223.0,196625.0,202832.0,204188.0,204188.0
leaf107,uniform,train_branches,1000000,10.942147,1.4444224163128723,0.0014444224163128723,4.0,6.0,7.0,8.0,9.0,9.0,10.0,11.0,12.0,13.0,13.0,14.0,15.0,16.0,18.0
leaf107,uniform,held_branches,1000000,3.780547,0.4391851246053009,0.0004391851246053009,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
leaf107,uniform,train_internal,1000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,uniform,held_internal,1000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,uniform,related_pairs,1000000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leaf107,matched_stratified,mean_wup,1000000,0.2336931256541908,0.012588223287259262,1.2588223287259263e-05,0.1879625916481018,0.1935372599631548,0.19763903319835663,0.20441003143787384,0.2130780838429928,0.21731345355510712,0.22497877478599548,0.23380286991596222,0.24241487681865692,0.2499377727508545,0.25426074862480164,0.26208722591400146,0.270754873752594,0.27753967082798503,0.2878607511520386
leaf107,matched_stratified,max_wup,1000000,0.3295525096178651,0.01655046610606944,1.655046610606944e-05,0.25,0.25,0.25,0.25,0.2857142984867096,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408
leaf107,matched_stratified,mean_best_wup,1000000,0.28214582928256693,0.020905687100087285,2.0905687100087287e-05,0.22601009905338287,0.22601009905338287,0.22601009905338287,0.22601009905338287,0.24684342741966248,0.2537878751754761,0.26767677068710327,0.2847222089767456,0.2936508059501648,0.3125,0.3125,0.3333333432674408,0.3333333432674408,0.3333333432674408,0.3333333432674408
leaf107,matched_stratified,mean_dist,1000000,6.972696350558281,0.5072330152225775,0.0005072330152225775,5.099999904632568,5.400000095367432,5.599999904632568,5.900000095367432,6.199999809265137,6.349999904632568,6.599999904632568,6.949999809265137,7.300000190734863,7.650000095367432,7.849999904632568,8.149999618530273,8.449999809265137,8.699999809265137,9.050000190734863
leaf107,matched_stratified,min_dist,1000000,4.088484,0.3915951162753886,0.00039159511627538863,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,6.0,6.0,6.0,6.0
leaf107,matched_stratified,mean_nearest_dist,1000000,5.32724875,0.5958276161223023,0.0005958276161223023,4.0,4.0,4.0,4.0,4.5,4.5,5.0,5.25,5.75,6.25,6.5,7.0,7.0,7.0,7.0
leaf107,matched_stratified,row_overlap,1000000,0.9756343424247503,0.012193637269571404,1.2193637269571404e-05,0.8762431144714355,0.892419567078352,0.9048824297189713,0.9352652430534363,0.9532252550125122,0.9601859033107758,0.9693902730941772,0.9782001376152039,0.9845451712608337,0.9882522881031036,0.989936888217926,0.9923202395439148,0.99422287940979,0.9952294826507568,0.9960641264915466
leaf107,matched_stratified,unique_overlap,1000000,0.9397550977504253,0.024429174282336392,2.4429174282336392e-05,0.8042410016059875,0.8198316638350487,0.8361552327275276,0.8697554469108582,0.8954415082931518,0.906862735748291,0.9241743683815002,0.9439301490783691,0.9586614370346069,0.9677419066429138,0.9719433188438416,0.9780286550521851,0.9830960631370544,0.9859756232917309,0.9884638786315918
leaf107,matched_stratified,pos_coverage,1000000,0.9805938939713835,0.009881897321765695,9.881897321765695e-06,0.8920217156410217,0.9071259445130825,0.9183024669289589,0.9473637247085571,0.9624794632196426,0.9683706164360046,0.9760244488716125,0.9825665056705475,0.9875245839357376,0.9907285571098328,0.9921578794717789,0.9941005754470825,0.9955334663391113,0.9963938593864441,0.997429370880127
leaf107,matched_stratified,f1,1000000,0.9901765127496124,0.005083629202019197,5.083629202019197e-06,0.9429296851158142,0.9513015717685223,0.9574115225076676,0.9729704809188843,0.9808810323476791,0.9839311838150024,0.9878667593002319,0.9912065863609314,0.9937231540679932,0.9953426718711853,0.9960634738206864,0.997041585445404,0.9977617263793945,0.9981936812400818,0.9987130165100098
leaf107,matched_stratified,role_worst_mean_wup,1000000,0.24168536678496003,0.014509477804557483,1.4509477804557483e-05,0.1879625916481018,0.19856844540834426,0.20392607152462006,0.21042443811893463,0.21835213899612427,0.22352300584316254,0.2319408357143402,0.24089466035366058,0.2505945563316345,0.2620652914047241,0.2675504982471466,0.27587300539016724,0.2839358177483097,0.28961038914323056,0.29920634627342224
