record_type,artifact_name,local_path,local_status,origin_in_this_run,analysis_role,used_by,direct_or_canonical_source_url,source_page_url,url_status,retrieval_status,retrieved_at_utc,size_bytes,sha256,parent_or_derivation,notes
actual_input,Pasted markdown(1).md,/mnt/data/Pasted markdown(1).md,present,user_upload,copied EBI GOA archive listing,historical source discovery only,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,official_or_canonical_url_recorded,supplied_by_user; not downloaded by corrected run,,237584,f856e6f29f02a17c83650724f2b8434383dc7952c03e5200d4bb9c47c1c8782e,,"Local file is a pasted listing, not an archive data file."
actual_input,historical_go_mapping_inventory.md,/mnt/data/historical_go_mapping_inventory.md,present,user_upload,prior source-discovery inventory,historical source discovery only,,,derived_local_artifact,supplied_by_user; not downloaded by corrected run,,55969,ad10c6ed2919409a3dda0f2e89f4a5f7709cb739f9e3129297b1fa9f497f4b0c,,Generated in an earlier turn; individual underlying URLs are represented below.
web_reference,GraphSAGE project page,,web_reference_only,web_research,official dataset provenance,documentary verification,https://snap.stanford.edu/graphsage/,https://snap.stanford.edu/graphsage/,official_page_or_repository,inspected online; no local byte copy,2026-08-24T15:57:12.528195+00:00,,,,
web_reference,GraphSAGE repository,,web_reference_only,web_research,input format and code provenance,documentary verification,https://github.com/williamleif/GraphSAGE,https://github.com/williamleif/GraphSAGE,official_page_or_repository,inspected online; no local byte copy,2026-08-24T15:57:12.528302+00:00,,,,
web_reference,GraphSAGE paper,,web_reference_only,web_research,manuscript,documentary verification,https://arxiv.org/abs/1706.02216,https://arxiv.org/abs/1706.02216,official_page_or_repository,inspected online; no local byte copy,2026-08-24T15:57:12.528330+00:00,,,,
web_reference,OhmNet project page,,web_reference_only,web_research,official data provenance,documentary verification,https://snap.stanford.edu/ohmnet/,https://snap.stanford.edu/ohmnet/,official_page_or_repository,inspected online; no local byte copy,2026-08-24T15:57:12.528336+00:00,,,,
web_reference,OhmNet repository,,web_reference_only,web_research,algorithm code provenance,documentary verification,https://github.com/mims-harvard/ohmnet,https://github.com/mims-harvard/ohmnet,official_page_or_repository,inspected online; no local byte copy,2026-08-24T15:57:12.528341+00:00,,,,
web_reference,DGL current PPI loader source,,web_reference_only,web_research,downstream loader behavior,documentary verification,https://github.com/dmlc/dgl/blob/master/python/dgl/data/ppi.py,https://github.com/dmlc/dgl/blob/master/python/dgl/data/ppi.py,official_page_or_repository,inspected online; no local byte copy,2026-08-24T15:57:12.528345+00:00,,,,
web_reference,DGL PR 395,,web_reference_only,web_research,historical introduction of PPI dataset loader,documentary verification,https://github.com/dmlc/dgl/pull/395,https://github.com/dmlc/dgl/pull/395,official_page_or_repository,inspected online; no local byte copy,2026-08-24T15:57:12.528349+00:00,,,,
web_reference,EBI GOA old/HUMAN index,,web_reference_only,web_research,historical GOA archive index,documentary verification,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,official_page_or_repository,inspected online; no local byte copy,2026-08-24T15:57:12.528352+00:00,,,,
historical_candidate_not_materialized,gene_association.goa_human.155.gz,,not_materialized,web_research_or_prior_inventory,historical human GAF candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/gene_association.goa_human.155.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-03-14
historical_candidate_not_materialized,gp_association.goa_human.155.gz,,not_materialized,web_research_or_prior_inventory,historical human GPAD candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/gp_association.goa_human.155.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-03-14
historical_candidate_not_materialized,gp_information.goa_human.155.gz,,not_materialized,web_research_or_prior_inventory,historical human GPI predecessor and ID metadata candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/gp_information.goa_human.155.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-03-14
historical_candidate_not_materialized,gene_association.goa_human.156.gz,,not_materialized,web_research_or_prior_inventory,historical human GAF candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/gene_association.goa_human.156.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-04-11
historical_candidate_not_materialized,gp_association.goa_human.156.gz,,not_materialized,web_research_or_prior_inventory,historical human GPAD candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/gp_association.goa_human.156.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-04-11
historical_candidate_not_materialized,gp_information.goa_human.156.gz,,not_materialized,web_research_or_prior_inventory,historical human GPI predecessor and ID metadata candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/gp_information.goa_human.156.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-04-11
historical_candidate_not_materialized,gene_association.goa_human.157.gz,,not_materialized,web_research_or_prior_inventory,historical human GAF candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/gene_association.goa_human.157.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-05-09
historical_candidate_not_materialized,gp_association.goa_human.157.gz,,not_materialized,web_research_or_prior_inventory,historical human GPAD candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/gp_association.goa_human.157.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-05-09
historical_candidate_not_materialized,gp_information.goa_human.157.gz,,not_materialized,web_research_or_prior_inventory,historical human GPI predecessor and ID metadata candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/gp_information.goa_human.157.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-05-09
historical_candidate_not_materialized,goa_human.gaf.158.gz,,not_materialized,web_research_or_prior_inventory,historical human GAF candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gaf.158.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-06-07
historical_candidate_not_materialized,goa_human.gpa.158.gz,,not_materialized,web_research_or_prior_inventory,historical human GPAD candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpa.158.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-06-07
historical_candidate_not_materialized,goa_human.gpi.158.gz,,not_materialized,web_research_or_prior_inventory,historical human GPI and ID metadata candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpi.158.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-06-07
historical_candidate_not_materialized,goa_human.gaf.159.gz,,not_materialized,web_research_or_prior_inventory,historical human GAF candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gaf.159.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-07-04
historical_candidate_not_materialized,goa_human.gpa.159.gz,,not_materialized,web_research_or_prior_inventory,historical human GPAD candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpa.159.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-07-04
historical_candidate_not_materialized,goa_human.gpi.159.gz,,not_materialized,web_research_or_prior_inventory,historical human GPI and ID metadata candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpi.159.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-07-04
historical_candidate_not_materialized,goa_human.gaf.160.gz,,not_materialized,web_research_or_prior_inventory,historical human GAF candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gaf.160.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-09-14
historical_candidate_not_materialized,goa_human.gpa.160.gz,,not_materialized,web_research_or_prior_inventory,historical human GPAD candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpa.160.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-09-14
historical_candidate_not_materialized,goa_human.gpi.160.gz,,not_materialized,web_research_or_prior_inventory,historical human GPI and ID metadata candidate,planned GO source grid; not used in current numeric results,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/goa_human.gpi.160.gz,https://ftp.ebi.ac.uk/pub/databases/GO/goa/old/HUMAN/,exact_candidate_url_recorded,not materialized in runtime,,,,,2016-09-14
historical_candidate_not_materialized,2016-06-01-go.obo,,not_materialized,web_research_or_prior_inventory,historical GO ontology,planned GO source grid; not used in current numeric results,https://release.geneontology.org/2016-06-01/ontology/go.obo,https://release.geneontology.org/2016-06-01/,exact_candidate_url_recorded,not materialized in runtime,,,,,
historical_candidate_not_materialized,2016-06-01-go-basic.obo,,not_materialized,web_research_or_prior_inventory,historical GO ontology restricted to safe relations,planned GO source grid; not used in current numeric results,https://release.geneontology.org/2016-06-01/ontology/go-basic.obo,https://release.geneontology.org/2016-06-01/,exact_candidate_url_recorded,not materialized in runtime,,,,,
historical_candidate_not_materialized,2016-06-01-gp2protein.geneid.gz,,not_materialized,web_research_or_prior_inventory,Entrez GeneID to UniProt mapping candidate,planned GO source grid; not used in current numeric results,https://release.geneontology.org/2016-06-01/annotations/gp2protein/gp2protein.geneid.gz,https://release.geneontology.org/2016-06-01/,exact_candidate_url_recorded,not materialized in runtime,,,,,
historical_candidate_not_materialized,org.Hs.eg.db_3.1.2.tar.gz,,not_materialized,web_research_or_prior_inventory,historical Entrez-to-UniProt and Entrez-to-GO package,planned GO source grid; not used in current numeric results,https://bioconductor.statistik.tu-dortmund.de/packages/3.1/data/annotation/src/contrib/org.Hs.eg.db_3.1.2.tar.gz,https://bioconductor.org/packages/3.1/data/annotation/html/org.Hs.eg.db.html,exact_candidate_url_recorded,not materialized in runtime,,,,,Entrez 2015-03-17; GO 2015-03-14
historical_candidate_not_materialized,org.Hs.eg.db_3.2.3.tar.gz,,not_materialized,web_research_or_prior_inventory,historical Entrez-to-UniProt and Entrez-to-GO package,planned GO source grid; not used in current numeric results,https://bioconductor.statistik.tu-dortmund.de/packages/3.2/data/annotation/src/contrib/org.Hs.eg.db_3.2.3.tar.gz,https://bioconductor.org/packages/3.2/data/annotation/html/org.Hs.eg.db.html,exact_candidate_url_recorded,not materialized in runtime,,,,,Entrez 2015-09-27; GO 2015-09-19
historical_candidate_not_materialized,org.Hs.eg.db_3.3.0.tar.gz,,not_materialized,web_research_or_prior_inventory,historical Entrez-to-UniProt and Entrez-to-GO package,planned GO source grid; not used in current numeric results,https://bioconductor.statistik.tu-dortmund.de/packages/3.3/data/annotation/src/contrib/org.Hs.eg.db_3.3.0.tar.gz,https://bioconductor.org/packages/3.3/data/annotation/html/org.Hs.eg.db.html,exact_candidate_url_recorded,not materialized in runtime,,,,,Entrez 2016-03-14; GO 2016-03-05
historical_candidate_not_materialized,org.Hs.eg.db_3.4.0.tar.gz,,not_materialized,web_research_or_prior_inventory,historical Entrez-to-UniProt and Entrez-to-GO package,planned GO source grid; not used in current numeric results,https://bioconductor.statistik.tu-dortmund.de/packages/3.4/data/annotation/src/contrib/org.Hs.eg.db_3.4.0.tar.gz,https://bioconductor.org/packages/3.4/data/annotation/html/org.Hs.eg.db.html,exact_candidate_url_recorded,not materialized in runtime,,,,,Entrez 2016-09-26; GO 2016-09-21
historical_candidate_not_materialized,idmapping_selected.tab.2015_03.gz,,not_materialized,web_research_or_prior_inventory,historical UniProt-wide mapping with GeneID and GO fields,planned GO source grid; not used in current numeric results,https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/idmapping/idmapping_selected.tab.2015_03.gz,https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/idmapping/,exact_candidate_url_recorded,not materialized in runtime,,,,,
historical_candidate_not_materialized,idmapping.dat.2015_03.gz,,not_materialized,web_research_or_prior_inventory,historical UniProt long-form identifier mapping,planned GO source grid; not used in current numeric results,https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/idmapping/idmapping.dat.2015_03.gz,https://ftp.uniprot.org/pub/databases/uniprot/current_release/knowledgebase/idmapping/,exact_candidate_url_recorded,not materialized in runtime,,,,,
historical_candidate_not_materialized,NCBI current gene2go.gz,,not_materialized,web_research_or_prior_inventory,current rolling reference; not a historical substitute,planned GO source grid; not used in current numeric results,https://ftp.ncbi.nlm.nih.gov/gene/DATA/gene2go.gz,https://ftp.ncbi.nlm.nih.gov/gene/DATA/,exact_candidate_url_recorded,not materialized in runtime,,,,,
historical_candidate_not_materialized,NCBI current gene2accession.gz,,not_materialized,web_research_or_prior_inventory,current rolling GeneID-to-accession mapping,planned GO source grid; not used in current numeric results,https://ftp.ncbi.nlm.nih.gov/gene/DATA/gene2accession.gz,https://ftp.ncbi.nlm.nih.gov/gene/DATA/,exact_candidate_url_recorded,not materialized in runtime,,,,,
historical_candidate_not_materialized,NCBI current gene2refseq.gz,,not_materialized,web_research_or_prior_inventory,current rolling GeneID-to-RefSeq mapping,planned GO source grid; not used in current numeric results,https://ftp.ncbi.nlm.nih.gov/gene/DATA/gene2refseq.gz,https://ftp.ncbi.nlm.nih.gov/gene/DATA/,exact_candidate_url_recorded,not materialized in runtime,,,,,
historical_candidate_not_materialized,NCBI current gene_refseq_uniprotkb_collab.gz,,not_materialized,web_research_or_prior_inventory,current RefSeq-to-UniProt collaboration map,planned GO source grid; not used in current numeric results,https://ftp.ncbi.nlm.nih.gov/gene/DATA/gene_refseq_uniprotkb_collab.gz,https://ftp.ncbi.nlm.nih.gov/gene/DATA/,exact_candidate_url_recorded,not materialized in runtime,,,,,
generated_output,core_verification_summary.json,/mnt/data/ppi_repro_corrected/results/core_verification_summary.json,present,generated,computed core verification summary,report and reproducibility bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:49:45.876617+00:00,6123,3d4e3624a4d00d6c8c85dcdaab01f951c55a0b6cdf338c97a492ce3930983ec0,"GraphSAGE, DGL, OhmNet networks, MSigDB 5.2",
generated_output,local_label_source_screen_summary.json,/mnt/data/ppi_repro_corrected/results/local_label_source_screen_summary.json,present,generated,computed local label-source screen summary,report and reproducibility bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:54:16.587227+00:00,3795,7e3cdf99fea507db9571f28847581492811645ffaaf378d7c618f223a0aca726,"collapsed labels, MSigDB 5.1/5.2/6.0, OhmNet labels, Greene Tables 6/9",
generated_output,tissue_partition.csv,/mnt/data/ppi_repro_corrected/results/tissue_partition.csv,present,generated,computed 24-tissue partition,report and reproducibility bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:49:03.456721+00:00,1550,064c396d394b90428ae2f73768c44e470a776259c1d69bea26d028fdd50fb059,GraphSAGE and OhmNet network archives,
generated_output,feature_column_mapping.csv,/mnt/data/ppi_repro_corrected/results/feature_column_mapping.csv,present,generated,computed feature identities,report and reproducibility bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:49:25.580029+00:00,7670,be22af448afae0aebccafc16e94e3e916caf2cbf7d46e1686b7d475c29e4939a,GraphSAGE and MSigDB 5.2,
generated_output,dgl_transformation_verification.json,/mnt/data/ppi_repro_corrected/results/dgl_transformation_verification.json,present,generated,computed DGL transformation checks,report and reproducibility bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:49:40.893513+00:00,2582,b4d60f38f9ca2111ccb3b5eabe0022e5c1e067ebc4e3890864e4d07c1a707cda,GraphSAGE and DGL archives,
generated_output,graphsage_row_to_entrez_topology_features.csv,/mnt/data/ppi_repro_corrected/results/graphsage_row_to_entrez_topology_features.csv,present,generated,computed row-to-Entrez mapping,report and reproducibility bundle,,,not_applicable_generated_file,generated locally,2026-08-24T15:49:25.752029+00:00,1201265,4aaada1751c958db2653e19e05ca5a8e2bdd2da86c1a4441bad26e0468ae7207,"GraphSAGE, OhmNet networks, MSigDB 5.2",
