artifact_name,absolute_path,size_bytes,sha256,category
B104_temporal_mapping_candidate_label_effects_20260828T030759Z.csv,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/analysis/B104_temporal_mapping_candidate_label_effects_20260828T030759Z.csv,1094,aa613bea87989858aa0b48910742d8210337bc8ad7ce3c00666260fb25810cea,B104_root
B104_v159_new_witness_date_counts_20260828T030759Z.csv,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/analysis/B104_v159_new_witness_date_counts_20260828T030759Z.csv,477,0958739b680dd331a3b7d3a6115655d38a9b29c3f3bd91ee6b6f92af508ada37,B104_root
B104_v159_new_witness_direct_GO_counts_20260828T030759Z.csv,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/analysis/B104_v159_new_witness_direct_GO_counts_20260828T030759Z.csv,8659,189ef62611d0b33b42812af983b766216d7d6309d37597ab2b689152c6bc69df,B104_root
B104_v159_new_witness_evidence_counts_20260828T030759Z.csv,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/analysis/B104_v159_new_witness_evidence_counts_20260828T030759Z.csv,53,5c5483f3237dd72ae74ebfeefaeebb00afeed6aae1342406ba295bac8b46854d,B104_root
B104_v159_new_witness_source_counts_20260828T030759Z.csv,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/analysis/B104_v159_new_witness_source_counts_20260828T030759Z.csv,111,7f009669be7cf846d1ed5660436fd4de656d45374f5ba04c57d26d4631d14b62,B104_root
B104_v159_residual_false_positive_witness_rows_20260828T030759Z.csv.gz,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/analysis/B104_v159_residual_false_positive_witness_rows_20260828T030759Z.csv.gz,16138,b0c8d0fab90ce6f8d6afac00c9ff7fe44173eced4a6bfadbcdfde3142201a825,B104_root
B104_v159_residual_witness_group_counts_20260828T030759Z.csv,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/analysis/B104_v159_residual_witness_group_counts_20260828T030759Z.csv,526,3ed34fb2402cccc266ab219da74029a1579e41f1beb72f94f0dff843c6e48d27,B104_root
B104_v159_witness_rows_resolving_v158_false_negatives_20260828T030759Z.csv.gz,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/analysis/B104_v159_witness_rows_resolving_v158_false_negatives_20260828T030759Z.csv.gz,15192,81072f024fc422ba100668c88750aacf0be977860f2d02692ffbff35223e6d58,B104_root
B104_goa_human_gaf158_normalized_20260828T030759Z.tsv.gz,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/derived/B104_goa_human_gaf158_normalized_20260828T030759Z.tsv.gz,5084257,3e02cbbaac49da8868358f7ac66a33660a569f00c1143222a85b7e670a9e6411,B104_root
B104_goa_human_gpad158_normalized_20260828T030759Z.tsv.gz,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/derived/B104_goa_human_gpad158_normalized_20260828T030759Z.tsv.gz,3651357,13dc02a91658b02c7840bd9a774ea225c3b7f16b13bf6a05d8d09a4688a8bbc6,B104_root
B104_goa_human_gpi158_normalized_20260828T030759Z.tsv.gz,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/derived/B104_goa_human_gpi158_normalized_20260828T030759Z.tsv.gz,675478,332c85cbd7279b7b63409b57dd43ac0f1cd25e68a8de4a68edfcd2b0848ed5cb,B104_root
B104_repaired_B103_GO_is_a_closure_for_GOA158_159_terms_20260828T030759Z.tsv.gz,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/derived/B104_repaired_B103_GO_is_a_closure_for_GOA158_159_terms_20260828T030759Z.tsv.gz,789165,e933ca816b9e675ab482b1884a510752f78e87daef15dc9a6ecde828ffa4b993,B104_root
B104_repaired_B103_GO_is_a_edges_20260828T030759Z.tsv.gz,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/derived/B104_repaired_B103_GO_is_a_edges_20260828T030759Z.tsv.gz,316121,e5c95105ff60d78feb5acb7441d1628083081a28ccb4d858db50334a34259708,B104_root
B104_repaired_B103_GO_terms_20260828T030759Z.tsv.gz,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/derived/B104_repaired_B103_GO_terms_20260828T030759Z.tsv.gz,510862,4f4e30e4705c669e47d7938948cb8ad81689da8ac0b96bf625a5c6f278024430,B104_root
B104_repaired_B103_current_UniProt_idmapping_2026-08-27_20260828T030759Z.tsv.gz,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/derived/B104_repaired_B103_current_UniProt_idmapping_2026-08-27_20260828T030759Z.tsv.gz,1225,64333a530ad3387348a93933fba14e68e61561eaa1b0f19ca0f36b80671c04f9,B104_root
analyze_B104.stderr,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/logs/analyze_B104.stderr,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,B104_root
analyze_B104.stdout,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/logs/analyze_B104.stdout,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,B104_root
analyze_B104_alternative_hypotheses.stderr,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/logs/analyze_B104_alternative_hypotheses.stderr,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,B104_root
analyze_B104_alternative_hypotheses.stdout,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/logs/analyze_B104_alternative_hypotheses.stdout,2562,b44de6f4121e0252685fef9dc964c7151618b772d71e4ca14fc2bf49ee74431b,B104_root
analyze_B104_fast.stderr,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/logs/analyze_B104_fast.stderr,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,B104_root
analyze_B104_fast.stdout,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/logs/analyze_B104_fast.stdout,645,59acb8247d07e51dcf0d73572e659dbf975a15fa0d4bd5d8e422be8e3cf3e077,B104_root
B101_goa_human_gaf159_normalized_20260827T152736Z.tsv.gz,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/retained_inputs/B101_goa_human_gaf159_normalized_20260827T152736Z.tsv.gz,5123439,132066afa3d3ea550752d3d2eb98fcbc238570c23bf239f0ea77e720e34cc274,B104_root
B101_goa_human_gpad159_normalized_20260827T152736Z.tsv.gz,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/retained_inputs/B101_goa_human_gpad159_normalized_20260827T152736Z.tsv.gz,3681452,7e3ec99110ef936ea9e9b7deaacdf7a86d7a7057cb41d5348f80e5ff56ac2793,B104_root
B101_goa_human_gpi159_normalized_20260827T152736Z.tsv.gz,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/retained_inputs/B101_goa_human_gpi159_normalized_20260827T152736Z.tsv.gz,675697,4a69bf547b951d060c1b38a4fc208b116ff0917ce74b941675d244b3315c34b1,B104_root
B102_gp2protein_geneid_relevant_subset_20260827T162132Z.tsv.gz,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/retained_inputs/B102_gp2protein_geneid_relevant_subset_20260827T162132Z.tsv.gz,164596,9187753eed649d1d72bc0d38764094877b1967d5e7fe7696b292241e1ff12039,B104_root
B102_gp2protein_human_normalized_20260827T162132Z.tsv.gz,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/retained_inputs/B102_gp2protein_human_normalized_20260827T162132Z.tsv.gz,469792,194b925028c418a45e688d46de30ebe6a79a80db5f68634674fdfa3cc6b96395,B104_root
collapsed_gene_labels_topology_features.csv,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/retained_inputs/collapsed_gene_labels_topology_features.csv,1061035,4fd88002b2600c0b7c5dcb076390f5b74a39edcb34184f1b0768d9926dcb1907,B104_root
analyze_B104_alternative_hypotheses.py,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/scripts/analyze_B104_alternative_hypotheses.py,7931,7e236e167bb5c480f5dbc604fc5495de0be7cc54c7d3cd24fb425403892aa4d6,B104_root
analyze_B104_release158.py,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/scripts/analyze_B104_release158.py,37988,e26c43b331d42f7835d02637ead7b953d02c63dbe1a4e0e5d5722dc7170b00a7,B104_root
analyze_B104_release158_fast.py,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/scripts/analyze_B104_release158_fast.py,37480,6a53158c5b0e1160a4230647222dec8ca7cda3d9820ac67f605e863d31d04516,B104_root
build_B104_final_delivery.py,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/scripts/build_B104_final_delivery.py,11746,fd130a9018682cd41f2e73bf5295814fddd0413ccf864e387b9d78618faf970f,B104_root
build_B104_identifier_watchlist.py,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/scripts/build_B104_identifier_watchlist.py,7792,7857edad891b00abdd88958f22cba28044426e8172ed36b276090b4a62317584,B104_root
build_B104_provenance.py,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/scripts/build_B104_provenance.py,25731,34fda045a79a1abe3a24f93553d9c49891c4890931eacebe1d33357968ca2166,B104_root
build_B104_report.py,/mnt/data/ppi_repro_corrected/batches/B104_20260828T030759Z/scripts/build_B104_report.py,19446,1f60fdead30443ed77c159ead736d7d8c78096a6aafa897dd59ed02d174d41aa,B104_root
B104_DELETION_CLEARANCE_20260828T030759Z.md,/mnt/data/ppi_repro_corrected/batches/B104_delivery_20260828T032801Z/B104_DELETION_CLEARANCE_20260828T030759Z.md,959,7a75691c7c4314fa497c0979f4a6db79cfc3a302e882d0d98bdb48d6122e2529,B104_delivery
B104_EXECUTION_DIAGNOSTICS_20260828T030759Z.md,/mnt/data/ppi_repro_corrected/batches/B104_delivery_20260828T032801Z/B104_EXECUTION_DIAGNOSTICS_20260828T030759Z.md,4281,685722d8b6360290ca7f09053f1a9cc38757092efa81452a2e9939a7f7a4528a,B104_delivery
B104_REPORT_20260828T030759Z.md,/mnt/data/ppi_repro_corrected/batches/B104_delivery_20260828T032801Z/B104_REPORT_20260828T030759Z.md,11356,79d7882afe2d653dfa7ed977a943c8c8e3a939e424f52a08eae87ad98e65d1fa,B104_delivery
B104_analysis_summary_20260828T030759Z.json,/mnt/data/ppi_repro_corrected/batches/B104_delivery_20260828T032801Z/B104_analysis_summary_20260828T030759Z.json,121648,e356fa57723fad63b20c4d44d30c5654c2a28ad2b3bce4a051de6cad8d9b5cd1,B104_delivery
B104_gaf_gpad_reconciliation_20260828T030759Z.json,/mnt/data/ppi_repro_corrected/batches/B104_delivery_20260828T032801Z/B104_gaf_gpad_reconciliation_20260828T030759Z.json,611,c2fc125ec2742108d11cd7f97843c0cd9f6c12e3e814cfcc85a2cdda81d6c64c,B104_delivery
B104_headers_and_raw_stats_20260828T030759Z.json,/mnt/data/ppi_repro_corrected/batches/B104_delivery_20260828T032801Z/B104_headers_and_raw_stats_20260828T030759Z.json,5358,843bfb5ebadcd0f88656783c07f4d214b9d75452c4b95b32b0beabafa06793d0,B104_delivery
B104_input_integrity_20260828T030759Z.csv,/mnt/data/ppi_repro_corrected/batches/B104_delivery_20260828T032801Z/B104_input_integrity_20260828T030759Z.csv,1375,a875e65d61b5b10b71a23c898ea2d84a30563d31ac5abefcdcba03d6144c3f9e,B104_delivery
actual_input_file_manifest_through_B104_20260828T032243Z.csv,/mnt/data/ppi_repro_corrected/batches/B104_delivery_20260828T032801Z/actual_input_file_manifest_through_B104_20260828T032243Z.csv,34069,afeea0d73ec90565a58273d576a2ea82cb2151eecc9c103d59a4670202f9d1a2,B104_delivery
actual_input_file_manifest_through_B104_20260828T032243Z.md,/mnt/data/ppi_repro_corrected/batches/B104_delivery_20260828T032801Z/actual_input_file_manifest_through_B104_20260828T032243Z.md,9614,3b7b57ae6715e48591ae7e2a80ad39174ff9e2aefadbefd4fb6dce03525c8486,B104_delivery
provenance_events_through_B104_20260828T032243Z.csv,/mnt/data/ppi_repro_corrected/batches/B104_delivery_20260828T032801Z/provenance_events_through_B104_20260828T032243Z.csv,14830,6db1772188abce64416ae0899f9ca59c357944da475f28b21f3837809317b8c2,B104_delivery
source_ledger_through_B104_20260828T032243Z.csv,/mnt/data/ppi_repro_corrected/batches/B104_delivery_20260828T032801Z/source_ledger_through_B104_20260828T032243Z.csv,237267,a91e87ff19c9a79d6a5bf186fc9509662f9f9a36a299203003813fb653f4910b,B104_delivery
source_ledger_through_B104_20260828T032243Z.md,/mnt/data/ppi_repro_corrected/batches/B104_delivery_20260828T032801Z/source_ledger_through_B104_20260828T032243Z.md,22398,5ce1e31baf3ddeff45940bfb042cc6721ccec834f3ffc982acf191de9a6b63f4,B104_delivery
user_local_inventory_augmented_through_B104_20260828T032243Z.csv,/mnt/data/ppi_repro_corrected/batches/B104_delivery_20260828T032801Z/user_local_inventory_augmented_through_B104_20260828T032243Z.csv,39947,d7970f9feea5c10a00fcb0e63b4624c35d17d4042409042fbbc3c979f3f40cfd,B104_delivery
